sample	Chromosome	Start Position	End Position	Normal TCN	Normal BCN	Tumour TCN	Tumour BCN
PD9577a	10	134545410	135506704	2	1	2	1
PD9577a	11	198572	44283722	2	1	1	0
PD9577a	11	44283925	44290303	2	1	4	1
PD9577a	11	44290465	65235887	2	1	1	0
PD9577a	11	65236626	69848602	2	1	2	1
PD9577a	11	69848710	69849364	2	1	0	0
PD9577a	11	69849434	70190390	2	1	3	1
PD9577a	11	70191988	70606410	2	1	4	1
PD9577a	11	70606500	81099720	2	1	1	0
PD9577a	11	81100027	81103555	2	1	4	1
PD9577a	11	81104239	134944770	2	1	1	0
PD9577a	12	150442	52920414	2	1	2	1
PD9577a	12	52921215	52925659	2	1	7	3
PD9577a	12	52925969	54265289	2	1	2	1
PD9577a	12	54265410	54287370	2	1	0	0
PD9577a	12	54287445	133778189	2	1	2	1
PD9577a	13	19026949	25094091	2	1	2	1
PD9577a	13	25094699	25101340	2	1	0	0
PD9577a	13	25104698	92126772	2	1	2	1
PD9577a	13	92127131	92133609	2	1	7	3
PD9577a	13	92133941	106661745	2	1	2	1
PD9577a	13	106661908	106666252	2	1	6	3
PD9577a	13	106666572	107425825	2	1	2	1
PD9577a	13	107426683	107427651	2	1	8	4
PD9577a	13	107428165	115108397	2	1	2	1
PD9577a	14	19002124	107285437	2	1	2	1
PD9577a	15	20016328	22681076	2	1	3	1
PD9577a	15	22681250	57787992	2	1	2	1
PD9577a	15	57788387	58066690	2	1	3	1
PD9577a	15	58067103	76878362	2	1	2	1
PD9577a	15	76891241	76895773	2	1	0	0
PD9577a	15	76895774	102469040	2	1	2	1
PD9577a	16	60777	26357235	2	1	3	1
PD9577a	16	26357434	26357720	2	1	10	4
PD9577a	16	26357925	32430402	2	1	3	1
PD9577a	16	32430973	32957287	2	1	1	0
PD9577a	16	33002830	35283226	2	1	3	1
PD9577a	16	46463782	90287535	2	1	1	0
PD9577a	17	526	39228142	2	1	2	1
PD9577a	17	39230058	39237164	2	1	1	0
PD9577a	17	39238382	81049726	2	1	2	1
PD9577a	18	48133	6666503	2	1	2	1
PD9577a	18	6667583	6668050	2	1	7	3
PD9577a	18	6674517	19859715	2	1	2	1
PD9577a	18	19859881	19878707	2	1	0	0
PD9577a	18	19882028	34103159	2	1	2	1
PD9577a	18	34103692	34119103	2	1	5	3
PD9577a	18	34119140	35061004	2	1	3	1
PD9577a	18	35062163	78015057	2	1	2	1
PD9577a	19	90910	58002819	2	1	2	1
PD9577a	19	58003873	58008395	2	1	5	2
PD9577a	19	58008540	59097854	2	1	2	1
PD9577a	20	61305	25141955	2	1	2	1
PD9577a	20	25142607	26305579	2	1	3	1
PD9577a	20	29420352	62956153	2	1	2	1
PD9577a	21	10736871	23075361	2	1	2	1
PD9577a	21	23075555	23093774	2	1	4	2
PD9577a	21	23093881	42020759	2	1	2	1
PD9577a	21	42021369	42022007	2	1	7	3
PD9577a	21	42022118	48096957	2	1	2	1
PD9577a	22	16052528	18884865	2	1	2	1
PD9577a	22	18886901	19501363	2	1	1	0
PD9577a	22	19501688	24952287	2	1	2	1
PD9577a	22	24953227	26526585	2	1	1	0
PD9577a	22	26529160	28836812	2	1	2	1
PD9577a	22	28836928	42178354	2	1	1	0
PD9577a	22	42178441	51234455	2	1	2	1
PD9577a	23	119805	16701914	2	1	2	1
PD9577a	23	16702128	16705270	2	1	5	2
PD9577a	23	16708678	22824334	2	1	2	1
PD9577a	23	22824360	22828485	2	1	0	0
PD9577a	23	22829047	120446215	2	1	2	1
PD9577a	23	120447531	120454929	2	1	5	2
PD9577a	23	120457971	128343288	2	1	2	1
PD9577a	23	128345842	128347147	2	1	6	3
PD9577a	23	128347294	145502102	2	1	2	1
PD9577a	23	145502778	145509123	2	1	5	2
PD9577a	23	145509581	155182354	2	1	2	1
PD9577a	24	2649553	59033810	0	0	0	0
PD9004a	1	61735	4546209	2	1	2	0
PD9004a	1	4549101	4549933	2	1	1	0
PD9004a	1	4550753	19563900	2	1	2	0
PD9004a	1	19564037	19566296	2	1	4	0
PD9004a	1	19569783	29764334	2	1	2	0
PD9004a	1	29764426	29782223	2	1	0	0
PD9004a	1	29784343	42262744	2	1	2	0
PD9004a	1	42264858	50939762	2	1	3	1
PD9004a	1	50939941	69890827	2	1	4	1
PD9004a	1	69891314	69899201	2	1	1	0
PD9004a	1	69899776	78751573	2	1	4	1
PD9004a	1	78751655	96147182	2	1	3	1
PD9004a	1	96148182	115961460	2	1	2	1
PD9004a	1	115967523	115996621	2	1	1	0
PD9004a	1	115997875	116137758	2	1	2	1
PD9004a	1	116137772	116682719	2	1	2	0
PD9004a	1	116683656	116730093	2	1	2	1
PD9004a	1	116730120	116773510	2	1	2	0
PD9004a	1	116773670	116965829	2	1	2	1
PD9004a	1	116966135	117070415	2	1	2	0
PD9004a	1	117076547	121482979	2	1	2	1
PD9004a	1	143982530	147831183	2	1	8	1
PD9004a	1	147844790	149691264	2	1	4	0
PD9004a	1	149691503	149692388	2	1	5	0
PD9004a	1	149701234	149722462	2	1	6	0
PD9004a	1	149732591	152547937	2	1	8	1
PD9004a	1	152548034	152555527	2	1	6	0
PD9004a	1	152555706	152586594	2	1	0	0
PD9004a	1	152590494	152639296	2	1	8	1
PD9004a	1	152640201	152759678	2	1	7	0
PD9004a	1	152761923	152768700	2	1	0	0
PD9004a	1	152773905	155137775	2	1	8	1
PD9004a	1	155140648	156275281	2	1	6	1
PD9004a	1	156275308	157321744	2	1	8	3
PD9004a	1	157322310	162742213	2	1	4	1
PD9004a	1	162742510	171837867	2	1	3	1
PD9004a	1	171841790	197451297	2	1	4	1
PD9004a	1	197456801	197780820	2	1	2	0
PD9004a	1	197785032	197865708	2	1	1	0
PD9004a	1	197865879	199125936	2	1	2	0
PD9004a	1	199126302	199368517	2	1	1	0
PD9004a	1	199373319	199418926	2	1	2	1
PD9004a	1	199419004	199424689	2	1	1	0
PD9004a	1	199426152	200188593	2	1	2	1
PD9004a	1	200189220	224747597	2	1	3	1
PD9004a	1	224749081	225804227	2	1	5	1
PD9004a	1	225804841	231598768	2	1	3	1
PD9004a	1	231601357	232895460	2	1	4	1
PD9004a	1	232898886	232907549	2	1	1	0
PD9004a	1	232908469	242959618	2	1	4	1
PD9004a	1	242965695	242971669	2	1	2	0
PD9004a	1	242973892	245179960	2	1	4	1
PD9004a	1	245183579	245194443	2	1	1	0
PD9004a	1	245195064	249224388	2	1	4	1
PD9004a	2	12784	6551857	2	1	3	1
PD9004a	2	6551873	6553495	2	1	0	0
PD9004a	2	6553587	31340779	2	1	3	1
PD9004a	2	31341531	31342086	2	1	9	3
PD9004a	2	31342377	44606420	2	1	3	1
PD9004a	2	44606700	44735953	2	1	4	1
PD9004a	2	44736511	54487814	2	1	3	1
PD9004a	2	54488511	54491744	2	1	1	0
PD9004a	2	54491795	60808457	2	1	3	1
PD9004a	2	60810195	60811839	2	1	1	0
PD9004a	2	60814466	79278036	2	1	3	1
PD9004a	2	79281226	92305784	2	1	2	0
PD9004a	2	95327887	103112876	2	1	3	1
PD9004a	2	103113763	103116276	2	1	1	0
PD9004a	2	103116305	129127784	2	1	3	1
PD9004a	2	129129169	134855807	2	1	2	1
PD9004a	2	134858756	134860753	2	1	0	0
PD9004a	2	134861320	135386581	2	1	2	1
PD9004a	2	135386837	135590566	2	1	2	0
PD9004a	2	135593554	136382421	2	1	2	1
PD9004a	2	136385969	136561557	2	1	2	0
PD9004a	2	136563441	143186204	2	1	2	1
PD9004a	2	143193084	143513608	2	1	2	0
PD9004a	2	143513665	152928019	2	1	2	1
PD9004a	2	152930124	152938435	2	1	0	0
PD9004a	2	152939547	165823703	2	1	3	1
PD9004a	2	165824992	166194873	2	1	4	2
PD9004a	2	166199284	167506029	2	1	3	1
PD9004a	2	167506102	167509624	2	1	0	0
PD9004a	2	167510260	191585275	2	1	3	1
PD9004a	2	191589082	213073699	2	1	3	2
PD9004a	2	213073735	243089456	2	1	3	1
PD9004a	3	60345	3967467	2	1	3	0
PD9004a	3	3970428	3971603	2	1	0	0
PD9004a	3	3971968	5949537	2	1	3	0
PD9004a	3	5950548	5965594	2	1	1	0
PD9004a	3	5965925	8548827	2	1	3	0
PD9004a	3	8548850	23522785	2	1	4	0
PD9004a	3	23525142	24684728	2	1	2	0
PD9004a	3	24685069	27652426	2	1	3	0
PD9004a	3	27652901	27667316	2	1	1	0
PD9004a	3	27668269	53023211	2	1	3	0
PD9004a	3	53028375	53039677	2	1	0	0
PD9004a	3	53041344	54978041	2	1	3	0
PD9004a	3	54979161	59795925	2	1	4	0
PD9004a	3	59796541	60113889	2	1	1	0
PD9004a	3	60114562	72164378	2	1	2	0
PD9004a	3	72164620	72393312	2	1	1	0
PD9004a	3	72393982	77454128	2	1	2	0
PD9004a	3	77457027	100711583	2	1	4	2
PD9004a	3	100713127	101005238	2	1	3	2
PD9004a	3	101005268	130136531	2	1	4	2
PD9004a	3	130143890	150419596	2	1	5	3
PD9004a	3	150423631	150439076	2	1	6	2
PD9004a	3	150439642	154768833	2	1	3	1
PD9004a	3	154770854	172419869	2	1	2	0
PD9004a	3	172421663	172428508	2	1	1	0
PD9004a	3	172435160	184360523	2	1	2	0
PD9004a	3	184368090	185905995	2	1	3	1
PD9004a	3	185906359	185915612	2	1	1	0
PD9004a	3	185916113	187312018	2	1	3	1
PD9004a	3	187313298	187318908	2	1	6	2
PD9004a	3	187319124	197896118	2	1	3	1
PD9004a	4	12281	28237413	2	1	2	0
PD9004a	4	28237516	28237998	2	1	0	0
PD9004a	4	28238070	35556943	2	1	2	0
PD9004a	4	35557308	35557739	2	1	0	0
PD9004a	4	35558665	46608485	2	1	2	0
PD9004a	4	46614533	46723314	2	1	7	0
PD9004a	4	46724572	47455614	2	1	2	0
PD9004a	4	47456469	47467557	2	1	6	1
PD9004a	4	47470798	47476876	2	1	11	3
PD9004a	4	47480558	49658612	2	1	4	2
PD9004a	4	52685699	55648700	2	1	3	1
PD9004a	4	55649510	59371989	2	1	2	0
PD9004a	4	59375071	59375928	2	1	0	0
PD9004a	4	59375986	139334222	2	1	2	0
PD9004a	4	139335329	139346188	2	1	1	0
PD9004a	4	139347114	146997766	2	1	2	0
PD9004a	4	146999071	147001249	2	1	0	0
PD9004a	4	147002286	155802548	2	1	2	0
PD9004a	4	155803005	155824701	2	1	1	0
PD9004a	4	155825382	160291585	2	1	2	0
PD9004a	4	160293589	160325382	2	1	0	0
PD9004a	4	160325490	165324215	2	1	2	0
PD9004a	4	165325845	165329911	2	1	1	0
PD9004a	4	165333816	191027923	2	1	2	0
PD9004a	5	15532	2159139	2	1	4	1
PD9004a	5	2159218	32432027	2	1	3	1
PD9004a	5	32433681	33048633	2	1	4	1
PD9004a	5	33049029	44706418	2	1	3	1
PD9004a	5	44708878	46389273	2	1	4	1
PD9004a	5	49432831	57321646	2	1	3	0
PD9004a	5	57326027	57333533	2	1	35	0
PD9004a	5	57338357	60969943	2	1	3	0
PD9004a	5	60973297	65179221	2	1	2	0
PD9004a	5	65179780	65188090	2	1	0	0
PD9004a	5	65188114	93020050	2	1	2	0
PD9004a	5	93021996	98400114	2	1	3	0
PD9004a	5	98402240	98405711	2	1	0	0
PD9004a	5	98406458	125471402	2	1	3	0
PD9004a	5	125471901	129081915	2	1	2	0
PD9004a	5	129082116	138583691	2	1	3	0
PD9004a	5	138584781	148670165	2	1	4	1
PD9004a	5	148673184	153119429	2	1	2	0
PD9004a	5	153120048	153137612	2	1	1	0
PD9004a	5	153141273	155543207	2	1	3	0
PD9004a	5	155545092	155661915	2	1	0	0
PD9004a	5	155662647	163133165	2	1	2	0
PD9004a	5	163133165	167100264	2	1	3	0
PD9004a	5	167100512	167104152	2	1	1	0
PD9004a	5	167104317	180790320	2	1	3	0
PD9004a	6	149661	1487969	2	1	2	0
PD9004a	6	1490104	2591587	2	1	3	1
PD9004a	6	2591711	2602169	2	1	1	0
PD9004a	6	2602357	6127467	2	1	3	1
PD9004a	6	6130034	6132479	2	1	1	0
PD9004a	6	6132722	13311794	2	1	3	1
PD9004a	6	13311851	13313777	2	1	0	0
PD9004a	6	13313844	18975547	2	1	3	1
PD9004a	6	18975869	21025300	2	1	10	2
PD9004a	6	21025758	21312589	2	1	3	1
PD9004a	6	21313844	22067817	2	1	2	1
PD9004a	6	22070076	22506573	2	1	3	1
PD9004a	6	22506631	22569634	2	1	7	2
PD9004a	6	22572710	33543409	2	1	3	1
PD9004a	6	33546187	33580067	2	1	2	0
PD9004a	6	33587075	33868063	2	1	3	1
PD9004a	6	33868879	35507353	2	1	3	0
PD9004a	6	35507556	48284790	2	1	3	1
PD9004a	6	48285824	48286776	2	1	1	0
PD9004a	6	48287802	71037769	2	1	3	1
PD9004a	6	71040681	71110469	2	1	1	0
PD9004a	6	71110984	109608661	2	1	3	1
PD9004a	6	109610846	109613617	2	1	0	0
PD9004a	6	109615584	137356319	2	1	3	1
PD9004a	6	137357215	139807600	2	1	1	0
PD9004a	6	139807622	139809258	2	1	0	0
PD9004a	6	139811404	149403469	2	1	1	0
PD9004a	6	149404346	149411908	2	1	0	0
PD9004a	6	149412228	150829780	2	1	1	0
PD9004a	6	150831746	153840970	2	1	3	1
PD9004a	6	153845322	153846285	2	1	0	0
PD9004a	6	153846339	171051005	2	1	3	1
PD9004a	7	43259	6187243	2	1	5	3
PD9004a	7	6188898	20503965	2	1	4	1
PD9004a	7	20505823	20516346	2	1	1	0
PD9004a	7	20516716	22536724	2	1	4	1
PD9004a	7	22536813	25198837	2	1	3	0
PD9004a	7	25199244	25210309	2	1	1	0
PD9004a	7	25210459	30868662	2	1	3	0
PD9004a	7	30869495	38311366	2	1	2	0
PD9004a	7	38317570	38358956	2	1	1	0
PD9004a	7	38362072	49696371	2	1	2	0
PD9004a	7	49696467	50541305	2	1	3	1
PD9004a	7	50542482	50546261	2	1	1	0
PD9004a	7	50546764	56544711	2	1	3	1
PD9004a	7	56550963	58019983	2	1	4	2
PD9004a	7	61063974	63750264	2	1	3	1
PD9004a	7	63750302	72425479	2	1	1	0
PD9004a	7	72425546	72659607	2	1	2	0
PD9004a	7	72664475	75262941	2	1	3	0
PD9004a	7	75263792	75264463	2	1	0	0
PD9004a	7	75266699	92775741	2	1	3	0
PD9004a	7	92776185	103062387	2	1	7	0
PD9004a	7	103062417	137618152	2	1	3	0
PD9004a	7	137618171	137624559	2	1	1	0
PD9004a	7	137624697	142235215	2	1	3	0
PD9004a	7	142235344	142247729	2	1	1	0
PD9004a	7	142247749	155682156	2	1	3	0
PD9004a	7	155690938	155698169	2	1	0	0
PD9004a	7	155698255	159127004	2	1	3	0
PD9004a	8	31254	7255110	2	1	3	1
PD9004a	8	7267365	7783196	2	1	6	0
PD9004a	8	7783216	11701842	2	1	3	1
PD9004a	8	11701933	11702204	2	1	1	0
PD9004a	8	11705677	19293565	2	1	3	1
PD9004a	8	19293660	29198805	2	1	1	0
PD9004a	8	29199062	29350349	2	1	5	1
PD9004a	8	29353236	29363220	2	1	2	0
PD9004a	8	29363265	31252977	2	1	5	1
PD9004a	8	31254844	31257226	2	1	12	2
PD9004a	8	31258631	38426012	2	1	6	1
PD9004a	8	38426012	43824048	2	1	7	2
PD9004a	8	46847534	52951910	2	1	5	3
PD9004a	8	52952034	56227844	2	1	5	2
PD9004a	8	56228443	69582167	2	1	3	1
PD9004a	8	69583552	69622275	2	1	1	0
PD9004a	8	69630692	76068558	2	1	3	1
PD9004a	8	76069996	79882187	2	1	4	2
PD9004a	8	79886961	96573839	2	1	3	1
PD9004a	8	96574036	121929235	2	1	8	1
PD9004a	8	121929631	123407985	2	1	10	1
PD9004a	8	123408091	146298155	2	1	8	1
PD9004a	9	37747	1795629	2	1	2	0
PD9004a	9	1797550	1918693	2	1	3	1
PD9004a	9	1919539	9049468	2	1	4	2
PD9004a	9	9050111	9168215	2	1	3	1
PD9004a	9	9172296	9682829	2	1	2	0
PD9004a	9	9683238	9945648	2	1	3	1
PD9004a	9	9946117	22518123	2	1	4	2
PD9004a	9	22520468	34670791	2	1	3	1
PD9004a	9	34674762	34686157	2	1	0	0
PD9004a	9	34687936	110145825	2	1	3	1
PD9004a	9	110146778	110151305	2	1	0	0
PD9004a	9	110151379	118192883	2	1	3	1
PD9004a	9	118193327	118918536	2	1	2	0
PD9004a	9	118919075	127097837	2	1	1	0
PD9004a	9	127097976	141091394	2	1	2	0
PD9004a	10	72759	8439713	2	1	5	2
PD9004a	10	8442816	10718325	2	1	4	2
PD9004a	10	10720800	10722658	2	1	1	0
PD9004a	10	10723682	20580254	2	1	4	2
PD9004a	10	20586743	20595862	2	1	1	1
PD9004a	10	20596391	49082219	2	1	4	2
PD9004a	10	49082570	61105475	2	1	2	0
PD9004a	10	61106387	61107693	2	1	0	0
PD9004a	10	61109117	69289201	2	1	2	0
PD9004a	10	69293282	71450167	2	1	4	2
PD9004a	10	71450476	71470725	2	1	7	4
PD9004a	10	71474493	75897924	2	1	5	2
PD9004a	10	75912213	76550867	2	1	2	0
PD9004a	10	76551502	89480785	2	1	4	2
PD9004a	10	89482833	96267364	2	1	2	0
PD9004a	10	96271155	103105727	2	1	3	1
PD9004a	10	103108333	108811370	2	1	2	1
PD9004a	10	108811603	108820205	2	1	0	0
PD9004a	10	108822812	113160393	2	1	2	1
PD9004a	10	113166496	113168846	2	1	0	0
PD9004a	10	113169740	126260875	2	1	2	1
PD9004a	10	126261541	126266585	2	1	0	0
PD9004a	10	126266756	135229141	2	1	2	1
PD9004a	10	135229719	135506704	2	1	4	1
PD9004a	11	198572	3633594	2	1	2	0
PD9004a	11	3633789	6011061	2	1	1	0
PD9004a	11	6013923	7443846	2	1	2	1
PD9004a	11	7443897	7444027	2	1	0	0
PD9004a	11	7444053	9036308	2	1	2	1
PD9004a	11	9039530	11590291	2	1	1	0
PD9004a	11	11590597	11895820	2	1	3	1
PD9004a	11	11898196	12088196	2	1	2	0
PD9004a	11	12089244	12153863	2	1	2	1
PD9004a	11	12153887	12304000	2	1	1	0
PD9004a	11	12304841	15249194	2	1	2	1
PD9004a	11	15249965	15257640	2	1	0	0
PD9004a	11	15258031	17510565	2	1	2	1
PD9004a	11	17510590	17514430	2	1	0	0
PD9004a	11	17515668	20925556	2	1	2	1
PD9004a	11	20925996	22351605	2	1	1	0
PD9004a	11	22355245	35587245	2	1	2	1
PD9004a	11	35587988	35593997	2	1	0	0
PD9004a	11	35594634	45175323	2	1	2	1
PD9004a	11	45177853	45311862	2	1	1	0
PD9004a	11	45316512	57377992	2	1	2	1
PD9004a	11	57378325	58252078	2	1	2	0
PD9004a	11	58252992	59132293	2	1	2	1
PD9004a	11	59134348	59147075	2	1	0	0
PD9004a	11	59156405	65372518	2	1	2	1
PD9004a	11	65382564	74978738	2	1	3	2
PD9004a	11	74990654	76436948	2	1	3	1
PD9004a	11	76438212	76440667	2	1	5	2
PD9004a	11	76440869	82338312	2	1	3	1
PD9004a	11	82340750	82633316	2	1	2	1
PD9004a	11	82636067	89917998	2	1	3	1
PD9004a	11	89918373	128686945	2	1	2	0
PD9004a	11	128687305	128688152	2	1	0	0
PD9004a	11	128688420	134944770	2	1	2	0
PD9004a	12	150442	12258348	2	1	6	2
PD9004a	12	12259356	16302291	2	1	5	2
PD9004a	12	16303009	23740762	2	1	6	2
PD9004a	12	23740961	34854498	2	1	7	2
PD9004a	12	37857751	84501239	2	1	2	0
PD9004a	12	84502352	99118020	2	1	3	0
PD9004a	12	99118852	104283961	2	1	2	0
PD9004a	12	104286804	104288706	2	1	0	0
PD9004a	12	104289592	118463329	2	1	2	0
PD9004a	12	118463345	118509191	2	1	1	0
PD9004a	12	118509347	132081838	2	1	2	0
PD9004a	12	132081999	132082517	2	1	0	0
PD9004a	12	132082687	133778189	2	1	2	0
PD9004a	13	19026949	46632335	2	1	2	0
PD9004a	13	46632484	46644130	2	1	3	0
PD9004a	13	46644152	53353041	2	1	2	0
PD9004a	13	53359853	53366831	2	1	0	0
PD9004a	13	53366885	54942125	2	1	2	0
PD9004a	13	54947245	54996175	2	1	1	0
PD9004a	13	54996669	115108397	2	1	2	0
PD9004a	14	19002124	20522721	2	1	6	2
PD9004a	14	20522999	24142841	2	1	3	1
PD9004a	14	24142916	25026497	2	1	4	1
PD9004a	14	25029515	29574330	2	1	3	2
PD9004a	14	29577730	31307936	2	1	4	1
PD9004a	14	31309221	31937320	2	1	3	1
PD9004a	14	31938908	36878384	2	1	4	1
PD9004a	14	36880931	49057810	2	1	3	2
PD9004a	14	49058245	59574632	2	1	3	1
PD9004a	14	59574706	61943886	2	1	2	0
PD9004a	14	61944882	61946239	2	1	0	0
PD9004a	14	61948002	107285437	2	1	2	0
PD9004a	15	20016328	24241342	2	1	5	2
PD9004a	15	24242217	24669745	2	1	3	2
PD9004a	15	24674751	24718596	2	1	0	0
PD9004a	15	24725293	26123146	2	1	3	2
PD9004a	15	26124816	26186383	2	1	5	1
PD9004a	15	26193097	33023210	2	1	1	0
PD9004a	15	33023254	33043522	2	1	0	0
PD9004a	15	33044314	41302219	2	1	1	0
PD9004a	15	41302687	45441520	2	1	2	0
PD9004a	15	45451042	45577783	2	1	1	0
PD9004a	15	45577913	49101996	2	1	3	0
PD9004a	15	49102037	50041971	2	1	2	0
PD9004a	15	50045955	50049686	2	1	0	0
PD9004a	15	50050824	98802455	2	1	2	0
PD9004a	15	98806836	98821041	2	1	1	0
PD9004a	15	98822763	102469040	2	1	2	0
PD9004a	16	60777	35283226	2	1	3	1
PD9004a	16	46463782	68095701	2	1	2	1
PD9004a	16	68099946	70854381	2	1	3	1
PD9004a	16	70855202	71205194	2	1	6	0
PD9004a	16	71205908	76905030	2	1	3	1
PD9004a	16	76905108	76906569	2	1	0	0
PD9004a	16	76907065	80496406	2	1	3	1
PD9004a	16	80497460	82168234	2	1	2	1
PD9004a	16	82168829	90287535	2	1	4	1
PD9004a	17	526	29624175	2	1	2	0
PD9004a	17	29624903	43403256	2	1	3	0
PD9004a	17	43404084	44191778	2	1	2	0
PD9004a	17	44195363	49446433	2	1	3	0
PD9004a	17	49446625	49521168	2	1	2	0
PD9004a	17	49521383	52067717	2	1	3	0
PD9004a	17	52067884	52075226	2	1	1	0
PD9004a	17	52076175	53645510	2	1	3	0
PD9004a	17	53646029	53646985	2	1	1	0
PD9004a	17	53649531	73315590	2	1	3	0
PD9004a	17	73316077	75068395	2	1	4	0
PD9004a	17	75070699	75075739	2	1	2	0
PD9004a	17	75077220	81049726	2	1	4	0
PD9004a	18	48133	943920	2	1	5	3
PD9004a	18	944533	15402408	2	1	4	1
PD9004a	18	18529353	29914264	2	1	3	1
PD9004a	18	29915261	39113152	2	1	2	0
PD9004a	18	39113283	42919883	2	1	3	0
PD9004a	18	42919925	73151296	2	1	1	0
PD9004a	18	73151338	74437995	2	1	2	0
PD9004a	18	74441415	78015057	2	1	1	0
PD9004a	19	90910	6068553	2	1	1	0
PD9004a	19	6072863	9077196	2	1	2	1
PD9004a	19	9077264	9078190	2	1	0	0
PD9004a	19	9079464	19709020	2	1	3	1
PD9004a	19	19710120	33175323	2	1	2	1
PD9004a	19	33175649	33869274	2	1	3	1
PD9004a	19	33870324	33885118	2	1	1	0
PD9004a	19	33887160	35861695	2	1	2	1
PD9004a	19	35861779	39768682	2	1	1	0
PD9004a	19	39770395	59097854	2	1	2	0
PD9004a	20	61305	5185685	2	1	2	1
PD9004a	20	5185732	19498915	2	1	3	2
PD9004a	20	19498975	19501920	2	1	1	1
PD9004a	20	19502878	23565849	2	1	3	2
PD9004a	20	23567787	23910015	2	1	3	1
PD9004a	20	23912060	26305579	2	1	3	2
PD9004a	20	29420352	38287751	2	1	4	2
PD9004a	20	38288396	38294096	2	1	2	1
PD9004a	20	38298330	41391320	2	1	4	2
PD9004a	20	41393427	60218578	2	1	3	2
PD9004a	20	60219483	62956153	2	1	4	2
PD9004a	21	10736871	15904945	2	1	5	1
PD9004a	21	15907220	18492295	2	1	7	2
PD9004a	21	18496932	19517823	2	1	6	1
PD9004a	21	19517966	19523611	2	1	2	0
PD9004a	21	19523942	19890761	2	1	6	1
PD9004a	21	19891642	20827370	2	1	5	1
PD9004a	21	20828191	36518156	2	1	6	1
PD9004a	21	36521655	36527570	2	1	1	0
PD9004a	21	36530856	37571593	2	1	6	1
PD9004a	21	37571667	41567867	2	1	5	1
PD9004a	21	41569851	41597919	2	1	6	0
PD9004a	21	41598373	48096957	2	1	5	0
PD9004a	22	16052528	18793947	2	1	4	2
PD9004a	22	18805861	43299878	2	1	3	1
PD9004a	22	43303687	45230436	2	1	4	2
PD9004a	22	45231697	45246471	2	1	2	1
PD9004a	22	45248214	51234455	2	1	4	2
PD9004a	23	119805	4067876	2	1	3	1
PD9004a	23	4070068	6579568	2	1	1	0
PD9004a	23	6581683	6585897	2	1	2	0
PD9004a	23	6586217	10499082	2	1	1	0
PD9004a	23	10502385	27709147	2	1	3	1
PD9004a	23	27709939	29509860	2	1	2	1
PD9004a	23	29510379	29549491	2	1	2	0
PD9004a	23	29549599	29606254	2	1	2	1
PD9004a	23	29606451	30547902	2	1	2	0
PD9004a	23	30549938	34482953	2	1	2	1
PD9004a	23	34483680	34902475	2	1	2	0
PD9004a	23	34903172	34943134	2	1	2	1
PD9004a	23	34944652	35350024	2	1	2	0
PD9004a	23	35351900	35793587	2	1	2	1
PD9004a	23	35795887	35811487	2	1	1	0
PD9004a	23	35812525	35861822	2	1	2	1
PD9004a	23	35862179	36479855	2	1	2	0
PD9004a	23	36481149	36841927	2	1	1	0
PD9004a	23	36847281	37263167	2	1	2	0
PD9004a	23	37266619	37879367	2	1	2	1
PD9004a	23	37879992	38001994	2	1	2	0
PD9004a	23	38008727	39527324	2	1	2	1
PD9004a	23	39528008	39534796	2	1	0	0
PD9004a	23	39536876	44710812	2	1	2	1
PD9004a	23	44711829	47664668	2	1	3	1
PD9004a	23	47666629	47667640	2	1	1	0
PD9004a	23	47667675	59336852	2	1	3	1
PD9004a	23	61728829	78686107	2	1	2	0
PD9004a	23	78691825	78693546	2	1	0	0
PD9004a	23	78693957	109920634	2	1	2	0
PD9004a	23	109921540	109923384	2	1	0	0
PD9004a	23	109923910	110726064	2	1	2	0
PD9004a	23	110726889	113625022	2	1	3	0
PD9004a	23	113627934	113633108	2	1	0	0
PD9004a	23	113636376	122229279	2	1	3	0
PD9004a	23	122229545	122246766	2	1	1	0
PD9004a	23	122246929	152201666	2	1	3	0
PD9004a	23	152201714	152205213	2	1	1	0
PD9004a	23	152205822	155182354	2	1	3	0
PD9004a	24	2649553	59033810	0	0	0	0
PD4006a	1	61735	20296319	2	1	2	0
PD4006a	1	20301927	21174429	2	1	4	2
PD4006a	1	21177637	23939012	2	1	3	1
PD4006a	1	23941052	40027464	2	1	2	1
PD4006a	1	40027792	72457252	2	1	3	1
PD4006a	1	72467032	90437169	2	1	2	0
PD4006a	1	90442361	121482979	2	1	3	1
PD4006a	1	143982530	157128705	2	1	5	2
PD4006a	1	157130719	166371695	2	1	4	2
PD4006a	1	166373808	166654971	2	1	3	1
PD4006a	1	166656626	166686630	2	1	1	0
PD4006a	1	166686930	198700556	2	1	4	2
PD4006a	1	198702618	199700152	2	1	3	1
PD4006a	1	199709386	208460790	2	1	5	2
PD4006a	1	208460901	209722581	2	1	4	2
PD4006a	1	209722772	225499425	2	1	5	2
PD4006a	1	225503505	249224388	2	1	5	3
PD4006a	2	12784	16718894	2	1	2	0
PD4006a	2	16719152	16739155	2	1	0	0
PD4006a	2	16739633	19756389	2	1	1	0
PD4006a	2	19756598	21625074	2	1	2	0
PD4006a	2	21625719	23584421	2	1	1	0
PD4006a	2	23584536	25493187	2	1	2	0
PD4006a	2	25494474	29536039	2	1	3	0
PD4006a	2	29538642	29956274	2	1	2	0
PD4006a	2	29960768	30180262	2	1	4	1
