ENSMUSG00000051951	ENSMUST00000070533	1	-1	3214482	3671498	Xkr4	protein_coding
ENSMUSG00000026131	ENSMUST00000185897	1	1	34160330	34193263	Dst	protein_coding
ENSMUSG00000026131	ENSMUST00000185269	1	1	34160330	34308404	Dst	protein_coding
ENSMUSG00000026131	ENSMUST00000194192	1	1	34236596	34274283	Dst	protein_coding
ENSMUSG00000026131	ENSMUST00000182018	1	1	34257836	34308404	Dst	protein_coding
ENSMUSG00000026131	ENSMUST00000183100	1	1	34293455	34303463	Dst	protein_coding
ENSMUSG00000026131	ENSMUST00000182507	1	1	34294446	34306651	Dst	protein_coding
ENSMUSG00000042111	ENSMUST00000042493	1	-1	34436670	34439672	Ccdc115	protein_coding
ENSMUSG00000026127	ENSMUST00000027303	1	1	34439851	34449356	Imp4	protein_coding
ENSMUSG00000026126	ENSMUST00000027302	1	1	34459765	34473784	Ptpn18	protein_coding
ENSMUSG00000026126	ENSMUST00000190122	1	1	34459777	34471917	Ptpn18	protein_coding
ENSMUSG00000026126	ENSMUST00000188972	1	1	34472720	34475733	Ptpn18	protein_coding
ENSMUSG00000026125	ENSMUST00000027299	1	1	34498410	34503063	Prss39	protein_coding
ENSMUSG00000026124	ENSMUST00000027298	1	1	34535648	34544313	Cfc1	protein_coding
ENSMUSG00000037529	ENSMUST00000190790	1	-1	34552334	34558111	Prss40	protein_coding
ENSMUSG00000037529	ENSMUST00000047840	1	-1	34552334	34560920	Prss40	protein_coding
ENSMUSG00000045174	ENSMUST00000052670	1	1	34579657	34590944	Amer3	protein_coding
ENSMUSG00000037509	ENSMUST00000159747	1	1	34678188	34812739	Arhgef4	protein_coding
ENSMUSG00000037509	ENSMUST00000162599	1	1	34732115	34811829	Arhgef4	protein_coding
ENSMUSG00000037509	ENSMUST00000159021	1	1	34750581	34807144	Arhgef4	protein_coding
ENSMUSG00000037509	ENSMUST00000047664	1	1	34801704	34813309	Arhgef4	protein_coding
ENSMUSG00000037509	ENSMUST00000211073	1	1	34801794	34801964	Arhgef4	protein_coding
ENSMUSG00000037503	ENSMUST00000167518	1	-1	34813219	34843050	Fam168b	protein_coding
ENSMUSG00000037503	ENSMUST00000047534	1	-1	34813226	34843065	Fam168b	protein_coding
ENSMUSG00000037503	ENSMUST00000170092	1	-1	34817235	34842964	Fam168b	protein_coding
ENSMUSG00000037503	ENSMUST00000191307	1	-1	34818009	34843034	Fam168b	protein_coding
ENSMUSG00000037503	ENSMUST00000185231	1	-1	34819699	34843004	Fam168b	protein_coding
ENSMUSG00000026123	ENSMUST00000156687	1	1	34849976	34873956	Plekhb2	protein_coding
ENSMUSG00000026123	ENSMUST00000027297	1	1	34849992	34879580	Plekhb2	protein_coding
ENSMUSG00000026123	ENSMUST00000152654	1	1	34851837	34863475	Plekhb2	protein_coding
ENSMUSG00000045216	ENSMUST00000088174	1	1	36068400	36106446	Hs6st1	protein_coding
ENSMUSG00000037470	ENSMUST00000046875	1	-1	36140027	36244305	Uggt1	protein_coding
ENSMUSG00000047180	ENSMUST00000056946	1	-1	36264597	36273435	Neurl3	protein_coding
ENSMUSG00000047180	ENSMUST00000188666	1	-1	36268861	36274679	Neurl3	protein_coding
ENSMUSG00000037447	ENSMUST00000126413	1	1	36307733	36319203	Arid5a	protein_coding
ENSMUSG00000037447	ENSMUST00000142319	1	1	36307754	36317442	Arid5a	protein_coding
ENSMUSG00000037447	ENSMUST00000097778	1	1	36307754	36320526	Arid5a	protein_coding
ENSMUSG00000037447	ENSMUST00000115031	1	1	36307754	36321071	Arid5a	protein_coding
ENSMUSG00000037447	ENSMUST00000115032	1	1	36307754	36322991	Arid5a	protein_coding
ENSMUSG00000037447	ENSMUST00000137906	1	1	36307754	36324029	Arid5a	protein_coding
ENSMUSG00000037447	ENSMUST00000115029	1	1	36307769	36322988	Arid5a	protein_coding
ENSMUSG00000010453	ENSMUST00000185912	1	-1	36335730	36369157	Kansl3	protein_coding
ENSMUSG00000010453	ENSMUST00000010597	1	-1	36335730	36369181	Kansl3	protein_coding
ENSMUSG00000010453	ENSMUST00000186470	1	-1	36337573	36368014	Kansl3	protein_coding
ENSMUSG00000010453	ENSMUST00000187628	1	-1	36365628	36368041	Kansl3	protein_coding
ENSMUSG00000010453	ENSMUST00000188957	1	-1	36367966	36369102	Kansl3	protein_coding
ENSMUSG00000037432	ENSMUST00000179162	1	1	36372291	36422107	Fer1l5	protein_coding
ENSMUSG00000001143	ENSMUST00000192969	1	-1	36419871	36439668	Lman2l	protein_coding
ENSMUSG00000001143	ENSMUST00000125304	1	-1	36422065	36445271	Lman2l	protein_coding
ENSMUSG00000001143	ENSMUST00000115011	1	-1	36423186	36445271	Lman2l	protein_coding
ENSMUSG00000001143	ENSMUST00000152088	1	-1	36424506	36428366	Lman2l	protein_coding
ENSMUSG00000037408	ENSMUST00000153128	1	1	36471620	36508764	Cnnm4	protein_coding
ENSMUSG00000001138	ENSMUST00000001166	1	1	36511867	36528237	Cnnm3	protein_coding
ENSMUSG00000001138	ENSMUST00000097776	1	1	36511867	36528237	Cnnm3	protein_coding
ENSMUSG00000067653	ENSMUST00000193083	1	-1	36530188	36536521	Ankrd23	protein_coding
ENSMUSG00000109510	ENSMUST00000191849	1	-1	36530193	36539358	Gm42417	protein_coding
ENSMUSG00000067653	ENSMUST00000054665	1	-1	36530534	36535739	Ankrd23	protein_coding
ENSMUSG00000067653	ENSMUST00000194853	1	-1	36531326	36535739	Ankrd23	protein_coding
ENSMUSG00000079610	ENSMUST00000001172	1	-1	36538094	36547445	Ankrd39	protein_coding
ENSMUSG00000079610	ENSMUST00000194894	1	-1	36539360	36547231	Ankrd39	protein_coding
ENSMUSG00000026121	ENSMUST00000191677	1	-1	36548639	36558349	Sema4c	protein_coding
ENSMUSG00000026121	ENSMUST00000191642	1	-1	36548642	36557526	Sema4c	protein_coding
ENSMUSG00000026121	ENSMUST00000195620	1	-1	36548642	36557557	Sema4c	protein_coding
ENSMUSG00000026121	ENSMUST00000114991	1	-1	36548642	36558349	Sema4c	protein_coding
ENSMUSG00000026121	ENSMUST00000193382	1	-1	36554400	36557534	Sema4c	protein_coding
ENSMUSG00000026121	ENSMUST00000195339	1	-1	36555932	36558250	Sema4c	protein_coding
ENSMUSG00000046337	ENSMUST00000170295	1	-1	36562692	36683183	Fam178b	protein_coding
ENSMUSG00000046337	ENSMUST00000114981	1	-1	36599976	36683183	Fam178b	protein_coding
ENSMUSG00000061518	ENSMUST00000081180	1	1	36691449	36693386	Cox5b	protein_coding
ENSMUSG00000061518	ENSMUST00000193210	1	1	36691484	36693681	Cox5b	protein_coding
ENSMUSG00000061518	ENSMUST00000195151	1	1	36691610	36693386	Cox5b	protein_coding
ENSMUSG00000037351	ENSMUST00000043951	1	-1	36698114	36710008	Actr1b	protein_coding
ENSMUSG00000037351	ENSMUST00000159448	1	-1	36701763	36709678	Actr1b	protein_coding
ENSMUSG00000037351	ENSMUST00000160084	1	-1	36701784	36714422	Actr1b	protein_coding
ENSMUSG00000102416	ENSMUST00000192873	1	1	36710149	36733881	4933424G06Rik	protein_coding
ENSMUSG00000102416	ENSMUST00000208994	1	1	36714538	36757953	4933424G06Rik	protein_coding
ENSMUSG00000026117	ENSMUST00000027291	1	1	36761798	36782818	Zap70	protein_coding
ENSMUSG00000026117	ENSMUST00000185871	1	1	36766934	36771067	Zap70	protein_coding
ENSMUSG00000026116	ENSMUST00000027290	1	-1	36792191	36939527	Tmem131	protein_coding
ENSMUSG00000026116	ENSMUST00000194563	1	-1	36792194	36939822	Tmem131	protein_coding
ENSMUSG00000026116	ENSMUST00000189470	1	-1	36814142	36818761	Tmem131	protein_coding
ENSMUSG00000026116	ENSMUST00000190442	1	-1	36815920	36819152	Tmem131	protein_coding
ENSMUSG00000026116	ENSMUST00000185964	1	-1	36841672	36943666	Tmem131	protein_coding
ENSMUSG00000050122	ENSMUST00000117172	1	1	37026596	37076996	Vwa3b	protein_coding
ENSMUSG00000050122	ENSMUST00000067178	1	1	37029316	37076995	Vwa3b	protein_coding
ENSMUSG00000050122	ENSMUST00000162449	1	1	37029384	37076725	Vwa3b	protein_coding
ENSMUSG00000050122	ENSMUST00000195450	1	1	37135508	37141336	Vwa3b	protein_coding
ENSMUSG00000050122	ENSMUST00000169057	1	1	37153849	37187605	Vwa3b	protein_coding
ENSMUSG00000026114	ENSMUST00000191981	1	1	37214434	37241940	Cnga3	protein_coding
ENSMUSG00000026114	ENSMUST00000194195	1	1	37218379	37262184	Cnga3	protein_coding
ENSMUSG00000026114	ENSMUST00000195272	1	1	37218379	37262184	Cnga3	protein_coding
ENSMUSG00000026114	ENSMUST00000027288	1	1	37219205	37263384	Cnga3	protein_coding
ENSMUSG00000026113	ENSMUST00000027287	1	1	37299891	37410736	Inpp4a	protein_coding
ENSMUSG00000026113	ENSMUST00000140264	1	1	37299915	37399557	Inpp4a	protein_coding
ENSMUSG00000026113	ENSMUST00000132401	1	1	37300308	37408289	Inpp4a	protein_coding
ENSMUSG00000026113	ENSMUST00000136846	1	1	37300308	37408733	Inpp4a	protein_coding
ENSMUSG00000026113	ENSMUST00000132615	1	1	37357397	37403690	Inpp4a	protein_coding
ENSMUSG00000026113	ENSMUST00000193774	1	1	37357397	37408469	Inpp4a	protein_coding
ENSMUSG00000026113	ENSMUST00000137266	1	1	37357919	37408259	Inpp4a	protein_coding
ENSMUSG00000026113	ENSMUST00000058307	1	1	37369217	37404434	Inpp4a	protein_coding
ENSMUSG00000026113	ENSMUST00000114933	1	1	37369217	37404442	Inpp4a	protein_coding
ENSMUSG00000026113	ENSMUST00000168546	1	1	37369221	37404439	Inpp4a	protein_coding
ENSMUSG00000026112	ENSMUST00000027286	1	-1	37417084	37430103	Coa5	protein_coding
ENSMUSG00000026111	ENSMUST00000114925	1	1	37430139	37438984	Unc50	protein_coding
ENSMUSG00000026111	ENSMUST00000027285	1	1	37430170	37439124	Unc50	protein_coding
ENSMUSG00000026111	ENSMUST00000144617	1	1	37430177	37437478	Unc50	protein_coding
ENSMUSG00000026111	ENSMUST00000193979	1	1	37430186	37437270	Unc50	protein_coding
ENSMUSG00000026111	ENSMUST00000118059	1	1	37430202	37438987	Unc50	protein_coding
ENSMUSG00000026111	ENSMUST00000193713	1	1	37430208	37431554	Unc50	protein_coding
ENSMUSG00000026110	ENSMUST00000042161	1	-1	37439340	37536235	Mgat4a	protein_coding
ENSMUSG00000026110	ENSMUST00000151952	1	-1	37439340	37541016	Mgat4a	protein_coding
ENSMUSG00000026110	ENSMUST00000154819	1	-1	37443716	37536404	Mgat4a	protein_coding
ENSMUSG00000026110	ENSMUST00000143636	1	-1	37444320	37496130	Mgat4a	protein_coding
ENSMUSG00000026110	ENSMUST00000148047	1	-1	37462916	37496095	Mgat4a	protein_coding
ENSMUSG00000026090	ENSMUST00000160023	1	-1	37611677	37625242	2010300C02Rik	protein_coding
ENSMUSG00000026090	ENSMUST00000162875	1	-1	37611677	37720085	2010300C02Rik	protein_coding
ENSMUSG00000026090	ENSMUST00000160589	1	-1	37637986	37719795	2010300C02Rik	protein_coding
ENSMUSG00000060771	ENSMUST00000041815	1	-1	37754776	37865079	Tsga10	protein_coding
ENSMUSG00000060771	ENSMUST00000114902	1	-1	37760823	37855374	Tsga10	protein_coding
ENSMUSG00000060771	ENSMUST00000088072	1	-1	37760823	37866429	Tsga10	protein_coding
ENSMUSG00000060771	ENSMUST00000123082	1	-1	37832403	37864836	Tsga10	protein_coding
ENSMUSG00000060771	ENSMUST00000155852	1	-1	37833435	37865073	Tsga10	protein_coding
ENSMUSG00000060771	ENSMUST00000193669	1	-1	37834271	37865073	Tsga10	protein_coding
ENSMUSG00000037216	ENSMUST00000128085	1	1	37871738	37875343	Lipt1	protein_coding
ENSMUSG00000037216	ENSMUST00000041621	1	1	37872206	37876228	Lipt1	protein_coding
ENSMUSG00000037216	ENSMUST00000142670	1	1	37872374	37875460	Lipt1	protein_coding
ENSMUSG00000037216	ENSMUST00000144440	1	1	37872562	37875554	Lipt1	protein_coding
ENSMUSG00000026088	ENSMUST00000139725	1	-1	37874801	37890407	Mitd1	protein_coding
ENSMUSG00000026088	ENSMUST00000027257	1	-1	37878888	37890411	Mitd1	protein_coding
ENSMUSG00000026087	ENSMUST00000027256	1	1	37890477	37898535	Mrpl30	protein_coding
ENSMUSG00000026087	ENSMUST00000193673	1	1	37890532	37898364	Mrpl30	protein_coding
ENSMUSG00000026087	ENSMUST00000160082	1	1	37890543	37893984	Mrpl30	protein_coding
ENSMUSG00000026087	ENSMUST00000194857	1	1	37892933	37898165	Mrpl30	protein_coding
ENSMUSG00000026087	ENSMUST00000195373	1	1	37893935	37898338	Mrpl30	protein_coding
ENSMUSG00000061584	ENSMUST00000078307	1	-1	37905923	37916493	Lyg2	protein_coding
ENSMUSG00000026085	ENSMUST00000027254	1	-1	37946736	37957759	Lyg1	protein_coding
ENSMUSG00000026085	ENSMUST00000114894	1	-1	37946738	37957759	Lyg1	protein_coding
ENSMUSG00000058407	ENSMUST00000162031	1	-1	37985189	37997315	Txndc9	protein_coding
ENSMUSG00000058407	ENSMUST00000193832	1	-1	37987394	37997243	Txndc9	protein_coding
ENSMUSG00000058407	ENSMUST00000195247	1	-1	37987394	37997893	Txndc9	protein_coding
ENSMUSG00000058407	ENSMUST00000192960	1	-1	37987640	37995845	Txndc9	protein_coding
ENSMUSG00000058407	ENSMUST00000195032	1	-1	37987643	37997616	Txndc9	protein_coding
ENSMUSG00000058407	ENSMUST00000192237	1	-1	37990258	37996658	Txndc9	protein_coding
ENSMUSG00000026083	ENSMUST00000027252	1	1	37998010	38055579	Eif5b	protein_coding
ENSMUSG00000026082	ENSMUST00000027251	1	-1	38052786	38129662	Rev1	protein_coding
ENSMUSG00000026082	ENSMUST00000192594	1	-1	38092151	38128301	Rev1	protein_coding
ENSMUSG00000026082	ENSMUST00000193697	1	-1	38098909	38128317	Rev1	protein_coding
ENSMUSG00000026082	ENSMUST00000195383	1	-1	38107683	38129801	Rev1	protein_coding
ENSMUSG00000037138	ENSMUST00000095027	1	-1	38177326	38627185	Aff3	protein_coding
ENSMUSG00000037138	ENSMUST00000039827	1	-1	38177327	38664955	Aff3	protein_coding
ENSMUSG00000037138	ENSMUST00000212668	1	-1	38535613	38627201	Aff3	protein_coding
ENSMUSG00000048814	ENSMUST00000147695	1	-1	38793645	38836711	Lonrf2	protein_coding
ENSMUSG00000048814	ENSMUST00000039612	1	-1	38794509	38821215	Lonrf2	protein_coding
ENSMUSG00000026080	ENSMUST00000027249	1	-1	38863867	38898010	Chst10	protein_coding
ENSMUSG00000026080	ENSMUST00000193441	1	-1	38863867	38898089	Chst10	protein_coding
ENSMUSG00000026080	ENSMUST00000194361	1	-1	38863877	38898161	Chst10	protein_coding
ENSMUSG00000026080	ENSMUST00000193435	1	-1	38873949	38898134	Chst10	protein_coding
ENSMUSG00000067604	ENSMUST00000088029	1	1	38939149	38950276	Nms	protein_coding
ENSMUSG00000067604	ENSMUST00000160214	1	1	38939203	38948643	Nms	protein_coding
ENSMUSG00000026078	ENSMUST00000027247	1	1	38985608	38997238	Pdcl3	protein_coding
ENSMUSG00000026078	ENSMUST00000194552	1	1	38987865	38995807	Pdcl3	protein_coding
ENSMUSG00000026077	ENSMUST00000173050	1	1	39193731	39287615	Npas2	protein_coding
ENSMUSG00000026077	ENSMUST00000056815	1	1	39194212	39363236	Npas2	protein_coding
ENSMUSG00000073702	ENSMUST00000086535	1	1	39367842	39371911	Rpl31	protein_coding
ENSMUSG00000073702	ENSMUST00000194746	1	1	39367878	39371366	Rpl31	protein_coding
ENSMUSG00000073702	ENSMUST00000178079	1	1	39367929	39371364	Rpl31	protein_coding
ENSMUSG00000073702	ENSMUST00000179954	1	1	39367929	39371365	Rpl31	protein_coding
ENSMUSG00000073702	ENSMUST00000195123	1	1	39368149	39371366	Rpl31	protein_coding
ENSMUSG00000003134	ENSMUST00000054462	1	-1	39371492	39478755	Tbc1d8	protein_coding
ENSMUSG00000003134	ENSMUST00000193823	1	-1	39373316	39478700	Tbc1d8	protein_coding
ENSMUSG00000003135	ENSMUST00000161515	1	1	39534992	39546889	Cnot11	protein_coding
ENSMUSG00000003135	ENSMUST00000003219	1	1	39535802	39546873	Cnot11	protein_coding
ENSMUSG00000003135	ENSMUST00000195567	1	1	39540034	39545401	Cnot11	protein_coding
ENSMUSG00000048234	ENSMUST00000062525	1	-1	39551296	39577405	Rnf149	protein_coding
ENSMUSG00000048234	ENSMUST00000195705	1	-1	39565093	39577303	Rnf149	protein_coding
ENSMUSG00000050967	ENSMUST00000053355	1	-1	39618406	39651474	Creg2	protein_coding
ENSMUSG00000057173	ENSMUST00000151913	1	-1	39665301	39720997	Rfx8	protein_coding
ENSMUSG00000091937	ENSMUST00000171319	1	-1	39804148	39805332	Gm3646	protein_coding
ENSMUSG00000026074	ENSMUST00000163854	1	1	39900913	40026310	Map4k4	protein_coding
ENSMUSG00000026074	ENSMUST00000168431	1	1	39900913	40026310	Map4k4	protein_coding
ENSMUSG00000026074	ENSMUST00000191761	1	1	39901170	39990278	Map4k4	protein_coding
ENSMUSG00000026074	ENSMUST00000193682	1	1	39901179	40024754	Map4k4	protein_coding
ENSMUSG00000026074	ENSMUST00000195860	1	1	39901179	40024754	Map4k4	protein_coding
ENSMUSG00000026074	ENSMUST00000195259	1	1	39901180	40024754	Map4k4	protein_coding
ENSMUSG00000026074	ENSMUST00000195636	1	1	39901224	40024969	Map4k4	protein_coding
ENSMUSG00000026074	ENSMUST00000192509	1	1	39901230	40024925	Map4k4	protein_coding
ENSMUSG00000026074	ENSMUST00000192355	1	1	39999893	40006742	Map4k4	protein_coding
ENSMUSG00000026074	ENSMUST00000191964	1	1	39999894	40004910	Map4k4	protein_coding
ENSMUSG00000026074	ENSMUST00000191865	1	1	40000677	40010657	Map4k4	protein_coding
ENSMUSG00000026073	ENSMUST00000191671	1	1	40074079	40112136	Il1r2	protein_coding
ENSMUSG00000026073	ENSMUST00000027243	1	1	40084698	40125231	Il1r2	protein_coding
ENSMUSG00000026073	ENSMUST00000194913	1	1	40085985	40102436	Il1r2	protein_coding
ENSMUSG00000026072	ENSMUST00000027241	1	1	40225080	40317257	Il1r1	protein_coding
ENSMUSG00000026072	ENSMUST00000114795	1	1	40266586	40316201	Il1r1	protein_coding
ENSMUSG00000070942	ENSMUST00000095020	1	1	40324627	40365471	Il1rl2	protein_coding
ENSMUSG00000070942	ENSMUST00000194296	1	1	40324690	40367562	Il1rl2	protein_coding
ENSMUSG00000070942	ENSMUST00000193388	1	1	40325611	40329171	Il1rl2	protein_coding
ENSMUSG00000026069	ENSMUST00000174335	1	1	40429570	40446723	Il1rl1	protein_coding
ENSMUSG00000026069	ENSMUST00000173881	1	1	40436589	40441407	Il1rl1	protein_coding
ENSMUSG00000026069	ENSMUST00000097772	1	1	40439627	40465415	Il1rl1	protein_coding
ENSMUSG00000026069	ENSMUST00000173514	1	1	40439776	40448148	Il1rl1	protein_coding
ENSMUSG00000026069	ENSMUST00000053043	1	1	40440628	40465396	Il1rl1	protein_coding
ENSMUSG00000026070	ENSMUST00000167723	1	1	40465552	40491578	Il18r1	protein_coding
ENSMUSG00000026070	ENSMUST00000193391	1	1	40465676	40491580	Il18r1	protein_coding
ENSMUSG00000026070	ENSMUST00000193793	1	1	40465970	40491578	Il18r1	protein_coding
ENSMUSG00000026070	ENSMUST00000087983	1	1	40466006	40500833	Il18r1	protein_coding
ENSMUSG00000026070	ENSMUST00000195684	1	1	40466006	40500853	Il18r1	protein_coding
ENSMUSG00000026070	ENSMUST00000108044	1	1	40466006	40500854	Il18r1	protein_coding
ENSMUSG00000026068	ENSMUST00000027237	1	1	40515362	40551705	Il18rap	protein_coding
ENSMUSG00000026065	ENSMUST00000027233	1	1	40580081	40630725	Slc9a4	protein_coding
ENSMUSG00000026062	ENSMUST00000027231	1	1	40680574	40769273	Slc9a2	protein_coding
ENSMUSG00000026062	ENSMUST00000192345	1	1	40681597	40727681	Slc9a2	protein_coding
ENSMUSG00000041945	ENSMUST00000039672	1	-1	40772038	40790663	Mfsd9	protein_coding
ENSMUSG00000079588	ENSMUST00000114765	1	1	40805601	40856887	Tmem182	protein_coding
ENSMUSG00000045515	ENSMUST00000054883	1	1	42695768	42703176	Pou3f3	protein_coding
ENSMUSG00000060679	ENSMUST00000057208	1	1	42851233	42905682	Mrps9	protein_coding
ENSMUSG00000041907	ENSMUST00000179766	1	1	42952963	43035456	Gpr45	protein_coding
ENSMUSG00000041907	ENSMUST00000114761	1	1	43032060	43033605	Gpr45	protein_coding
ENSMUSG00000070939	ENSMUST00000095014	1	-1	43047200	43098622	Tgfbrap1	protein_coding
ENSMUSG00000070939	ENSMUST00000186694	1	-1	43047220	43092729	Tgfbrap1	protein_coding
ENSMUSG00000070939	ENSMUST00000188728	1	-1	43059891	43092447	Tgfbrap1	protein_coding
ENSMUSG00000070939	ENSMUST00000190427	1	-1	43071496	43098608	Tgfbrap1	protein_coding
ENSMUSG00000070939	ENSMUST00000189010	1	-1	43075616	43098364	Tgfbrap1	protein_coding
ENSMUSG00000010290	ENSMUST00000010434	1	1	43098710	43115947	AI597479	protein_coding
ENSMUSG00000008136	ENSMUST00000008280	1	-1	43123074	43163961	Fhl2	protein_coding
ENSMUSG00000008136	ENSMUST00000185893	1	-1	43123290	43196984	Fhl2	protein_coding
ENSMUSG00000008136	ENSMUST00000187357	1	-1	43131764	43196761	Fhl2	protein_coding
ENSMUSG00000066877	ENSMUST00000187435	1	1	43444579	43533632	Nck2	protein_coding
ENSMUSG00000066877	ENSMUST00000086421	1	1	43445751	43570515	Nck2	protein_coding
ENSMUSG00000066877	ENSMUST00000202540	1	1	43532405	43554062	Nck2	protein_coding
ENSMUSG00000066877	ENSMUST00000114744	1	1	43533569	43569342	Nck2	protein_coding
ENSMUSG00000026051	ENSMUST00000027217	1	1	43730602	43742578	1500015O10Rik	protein_coding
ENSMUSG00000057363	ENSMUST00000126008	1	-1	43746966	43827800	Uxs1	protein_coding
ENSMUSG00000057363	ENSMUST00000139451	1	-1	43765007	43827800	Uxs1	protein_coding
ENSMUSG00000057363	ENSMUST00000153317	1	-1	43771730	43827750	Uxs1	protein_coding
ENSMUSG00000057363	ENSMUST00000128261	1	-1	43790631	43827774	Uxs1	protein_coding
ENSMUSG00000041763	ENSMUST00000087933	1	1	43934007	44002971	Tpp2	protein_coding
ENSMUSG00000041763	ENSMUST00000188313	1	1	43934015	44003000	Tpp2	protein_coding
ENSMUSG00000041763	ENSMUST00000186441	1	1	43971370	43977352	Tpp2	protein_coding
ENSMUSG00000041763	ENSMUST00000190207	1	1	43983285	44003000	Tpp2	protein_coding
ENSMUSG00000047343	ENSMUST00000061421	1	-1	44009408	44020006	Mettl21c	protein_coding
ENSMUSG00000091844	ENSMUST00000168641	1	-1	44055952	44061936	Gm8251	protein_coding
ENSMUSG00000026049	ENSMUST00000027215	1	-1	44086613	44102391	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000156392	1	-1	44086616	44102438	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000128190	1	-1	44086810	44102343	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000147571	1	-1	44086810	44102362	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000133677	1	-1	44086860	44102423	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000150911	1	-1	44086861	44102441	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000152239	1	-1	44086867	44101672	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000129702	1	-1	44087029	44102433	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000147661	1	-1	44087901	44102401	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000127923	1	-1	44088017	44102013	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000143327	1	-1	44088502	44102414	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000149502	1	-1	44088508	44102437	Tex30	protein_coding
ENSMUSG00000026049	ENSMUST00000125540	1	-1	44088514	44099995	Tex30	protein_coding
ENSMUSG00000026047	ENSMUST00000065767	1	-1	44106546	44118808	Kdelc1	protein_coding
ENSMUSG00000026047	ENSMUST00000027213	1	-1	44106887	44118765	Kdelc1	protein_coding
ENSMUSG00000041684	ENSMUST00000155917	1	1	44118957	44126566	Bivm	protein_coding
ENSMUSG00000041684	ENSMUST00000035991	1	1	44119162	44144510	Bivm	protein_coding
