WBGene00021407	Y38C1AB.5.1	IV	-1	8765	11070	Y38C1AB.5	protein_coding
WBGene00021922	Y55F3AM.4a.1	IV	1	1010054	1012502	atg-3	protein_coding
WBGene00021922	Y55F3AM.4b.1	IV	1	1012133	1012444	atg-3	protein_coding
WBGene00021921	Y55F3AM.3a.1	IV	1	1012624	1019558	rbm-39	protein_coding
WBGene00021921	Y55F3AM.3c.1	IV	1	1012624	1019558	rbm-39	protein_coding
WBGene00021921	Y55F3AM.3c.2	IV	1	1012704	1019558	rbm-39	protein_coding
WBGene00021921	Y55F3AM.3c.3	IV	1	1014235	1019558	rbm-39	protein_coding
WBGene00021927	Y55F3AM.10.1	IV	-1	1027787	1030024	abhd-14	protein_coding
WBGene00021928	Y55F3AM.11.1	IV	-1	1038671	1041008	Y55F3AM.11	protein_coding
WBGene00005903	Y55F3AM.2.1	IV	1	1045983	1049506	srx-12	protein_coding
WBGene00219399	Y55F3AM.21a.2	IV	-1	1049609	1050846	Y55F3AM.21	protein_coding
WBGene00219399	Y55F3AM.21a.1	IV	-1	1049609	1051215	Y55F3AM.21	protein_coding
WBGene00021929	Y55F3AM.12.1	IV	-1	1052524	1054794	dcap-1	protein_coding
WBGene00021930	Y55F3AM.13.1	IV	-1	1055023	1056313	Y55F3AM.13	protein_coding
WBGene00021920	Y55F3AM.1.1	IV	1	1056890	1057619	mrps-25	protein_coding
WBGene00021920	Y55F3AM.1.2	IV	1	1056892	1057620	mrps-25	protein_coding
WBGene00021931	Y55F3AM.14.1	IV	-1	1058695	1067525	Y55F3AM.14	protein_coding
WBGene00021931	Y55F3AM.14.2	IV	-1	1058845	1063187	Y55F3AM.14	protein_coding
WBGene00000816	Y55F3AM.15.1	IV	-1	1077463	1087013	csn-4	protein_coding
WBGene00021934	Y55F3AR.3a.1	IV	-1	1087095	1093920	cct-8	protein_coding
WBGene00021934	Y55F3AR.3b.1	IV	-1	1087575	1092171	cct-8	protein_coding
WBGene00021933	Y55F3AR.2.1	IV	1	1094545	1096723	Y55F3AR.2	protein_coding
WBGene00021932	Y55F3AR.1.2	IV	1	1097453	1102954	cox-18	protein_coding
WBGene00021932	Y55F3AR.1.1	IV	1	1097453	1102980	cox-18	protein_coding
WBGene00044462	C44B12.9.1	IV	-1	1103541	1104609	C44B12.9	protein_coding
WBGene00016637	C44B12.3.1	IV	1	1104773	1105086	C44B12.3	protein_coding
WBGene00003893	C44B12.2a.1	IV	1	1107396	1110856	ost-1	protein_coding
WBGene00003893	C44B12.2b.1	IV	1	1107435	1110856	ost-1	protein_coding
WBGene00003893	C44B12.2b.2	IV	1	1107559	1110856	ost-1	protein_coding
WBGene00003893	C44B12.2b.3	IV	1	1108812	1110856	ost-1	protein_coding
WBGene00005905	C44B12.8.1	IV	-1	1111462	1113738	srx-14	protein_coding
WBGene00005904	C44B12.4.1	IV	-1	1114697	1118666	srx-13	protein_coding
WBGene00016638	C44B12.5.1	IV	-1	1121457	1125107	perm-4	protein_coding
WBGene00016636	C44B12.1.1	IV	1	1126790	1128848	perm-2	protein_coding
WBGene00016639	C44B12.6b.1	IV	-1	1128964	1132235	C44B12.6	protein_coding
WBGene00016639	C44B12.6a.1	IV	-1	1128964	1132683	C44B12.6	protein_coding
WBGene00016639	C44B12.6c.1	IV	-1	1128964	1135151	C44B12.6	protein_coding
WBGene00016639	C44B12.6d.1	IV	-1	1128964	1136947	C44B12.6	protein_coding
WBGene00016797	C50A2.3a.1	IV	-1	1145681	1150736	C50A2.3	protein_coding
WBGene00016797	C50A2.3b.1	IV	-1	1145681	1158028	C50A2.3	protein_coding
WBGene00016797	C50A2.3c.1	IV	-1	1145683	1146701	C50A2.3	protein_coding
WBGene00016798	C50A2.4.1	IV	-1	1159637	1160482	ets-8	protein_coding
WBGene00016798	C50A2.4.2	IV	-1	1159637	1160484	ets-8	protein_coding
WBGene00219437	C50A2.7.1	IV	1	1163426	1164746	C50A2.7	protein_coding
WBGene00016796	C50A2.2a.1	IV	1	1170672	1177776	cec-2	protein_coding
WBGene00016796	C50A2.2b.1	IV	1	1170995	1176675	cec-2	protein_coding
WBGene00016796	C50A2.2c.1	IV	1	1171579	1176675	cec-2	protein_coding
WBGene00016796	C50A2.2d.1	IV	1	1171762	1177776	cec-2	protein_coding
WBGene00016796	C50A2.2e.1	IV	1	1171762	1177776	cec-2	protein_coding
WBGene00022426	Y104H12D.2.1	IV	1	1178022	1182837	Y104H12D.2	protein_coding
WBGene00022428	Y104H12D.4.1	IV	1	1182592	1186604	Y104H12D.4	protein_coding
WBGene00007020	Y104H12D.1a.1	IV	1	1187799	1192977	mdt-20	protein_coding
WBGene00007020	Y104H12D.1b.1	IV	1	1190899	1192910	mdt-20	protein_coding
WBGene00022427	Y104H12D.3a.1	IV	1	1193065	1201846	spl-3	protein_coding
WBGene00022427	Y104H12D.3c.1	IV	1	1193076	1198971	spl-3	protein_coding
WBGene00022427	Y104H12D.3a.2	IV	1	1193076	1201846	spl-3	protein_coding
WBGene00022427	Y104H12D.3b.1	IV	1	1197967	1201846	spl-3	protein_coding
WBGene00001104	W09G12.1.1	IV	-1	1202651	1204970	dsl-2	protein_coding
WBGene00001103	W09G12.4.1	IV	-1	1207255	1208102	dsl-1	protein_coding
WBGene00021123	W09G12.9.1	IV	1	1216590	1218527	W09G12.9	protein_coding
WBGene00044463	W09G12.10.1	IV	-1	1219333	1221287	W09G12.10	protein_coding
WBGene00021122	W09G12.8.1	IV	1	1226182	1227668	W09G12.8	protein_coding
WBGene00021121	W09G12.7.1	IV	1	1229080	1230789	W09G12.7	protein_coding
WBGene00021120	W09G12.6.1	IV	1	1231897	1232812	W09G12.6	protein_coding
WBGene00009521	F38A1.8.1	IV	-1	1232872	1239852	F38A1.8	protein_coding
WBGene00044908	F38A1.15.1	IV	-1	1241332	1243402	F38A1.15	protein_coding
WBGene00009522	F38A1.9.1	IV	-1	1244247	1245344	F38A1.9	protein_coding
WBGene00009523	F38A1.10.1	IV	-1	1245399	1246886	clec-165	protein_coding
WBGene00009524	F38A1.11.1	IV	1	1247386	1249025	F38A1.11	protein_coding
WBGene00009518	F38A1.5.2	IV	-1	1249018	1251340	clec-166	protein_coding
WBGene00009518	F38A1.5.1	IV	-1	1249192	1251366	clec-166	protein_coding
WBGene00009519	F38A1.6.1	IV	1	1251861	1252470	F38A1.6	protein_coding
WBGene00009517	F38A1.4.1	IV	-1	1253137	1255732	clec-167	protein_coding
WBGene00009520	F38A1.7.1	IV	1	1256956	1259344	clec-168	protein_coding
WBGene00009526	F38A1.14.1	IV	1	1261272	1264622	clec-169	protein_coding
WBGene00009525	F38A1.13.1	IV	1	1265228	1265848	F38A1.13	protein_coding
WBGene00009515	F38A1.1.1	IV	1	1266866	1274425	clec-170	protein_coding
WBGene00007476	C09E9.1a.2	IV	1	1275865	1277091	C09E9.1	protein_coding
WBGene00007476	C09E9.1a.1	IV	1	1275897	1277055	C09E9.1	protein_coding
WBGene00007476	C09E9.1d.1	IV	1	1275934	1276318	C09E9.1	protein_coding
WBGene00007476	C09E9.1b.1	IV	1	1276220	1277091	C09E9.1	protein_coding
WBGene00007476	C09E9.1c.1	IV	1	1276252	1277091	C09E9.1	protein_coding
WBGene00022425	Y104H12BR.1a.1	IV	1	1289627	1295726	plst-1	protein_coding
WBGene00022425	Y104H12BR.1b.1	IV	1	1289627	1296897	plst-1	protein_coding
WBGene00018776	F53H1.1a.1	IV	-1	1297222	1309652	F53H1.1	protein_coding
WBGene00018776	F53H1.1e.1	IV	-1	1297283	1299355	F53H1.1	protein_coding
WBGene00018776	F53H1.1c.1	IV	-1	1297283	1309644	F53H1.1	protein_coding
WBGene00018776	F53H1.1b.1	IV	-1	1297400	1309644	F53H1.1	protein_coding
WBGene00018776	F53H1.1d.1	IV	-1	1297400	1309644	F53H1.1	protein_coding
WBGene00018778	F53H1.4a.1	IV	1	1310166	1328241	F53H1.4	protein_coding
WBGene00018778	F53H1.4b.2	IV	1	1310568	1328241	F53H1.4	protein_coding
WBGene00018778	F53H1.4b.1	IV	1	1310598	1328241	F53H1.4	protein_coding
WBGene00018777	F53H1.3a.1	IV	1	1329162	1339376	F53H1.3	protein_coding
WBGene00018777	F53H1.3b.1	IV	1	1338304	1339256	F53H1.3	protein_coding
WBGene00019054	F58F6.6.1	IV	1	1341215	1342860	F58F6.6	protein_coding
WBGene00019053	F58F6.5.1	IV	1	1343679	1344798	F58F6.5	protein_coding
WBGene00004338	F58F6.4.1	IV	1	1347316	1352977	rfc-2	protein_coding
WBGene00000678	F58F6.1.1	IV	-1	1353636	1355305	col-104	protein_coding
WBGene00000679	F58F6.2.1	IV	-1	1357816	1359225	col-105	protein_coding
WBGene00022423	Y104H12A.1a.1	IV	1	1386045	1399538	nhr-41	protein_coding
WBGene00022423	Y104H12A.1b.1	IV	1	1386215	1399353	nhr-41	protein_coding
WBGene00022423	Y104H12A.1c.1	IV	1	1386215	1399353	nhr-41	protein_coding
WBGene00022423	Y104H12A.1e.1	IV	1	1386215	1399353	nhr-41	protein_coding
WBGene00022423	Y104H12A.1b.2	IV	1	1387842	1399353	nhr-41	protein_coding
WBGene00022423	Y104H12A.1c.2	IV	1	1387842	1399353	nhr-41	protein_coding
WBGene00022423	Y104H12A.1e.3	IV	1	1387842	1399353	nhr-41	protein_coding
WBGene00022423	Y104H12A.1d.1	IV	1	1391385	1399353	nhr-41	protein_coding
WBGene00022423	Y104H12A.1e.2	IV	1	1393881	1399353	nhr-41	protein_coding
WBGene00022314	Y77E11A.14c.1	IV	1	1406542	1408131	Y77E11A.14	protein_coding
WBGene00022314	Y77E11A.14a.1	IV	1	1406552	1408059	Y77E11A.14	protein_coding
WBGene00022314	Y77E11A.14b.1	IV	1	1406567	1408059	Y77E11A.14	protein_coding
WBGene00022314	Y77E11A.14a.2	IV	1	1407468	1408059	Y77E11A.14	protein_coding
WBGene00022309	Y77E11A.6a.1	IV	-1	1408582	1410041	rpc-11	protein_coding
WBGene00022309	Y77E11A.6b.1	IV	-1	1408673	1409976	rpc-11	protein_coding
WBGene00022310	Y77E11A.7a.1	IV	-1	1410872	1419847	Y77E11A.7	protein_coding
WBGene00022310	Y77E11A.7d.1	IV	-1	1411014	1419847	Y77E11A.7	protein_coding
WBGene00022310	Y77E11A.7g.1	IV	-1	1411095	1419846	Y77E11A.7	protein_coding
WBGene00022310	Y77E11A.7j.1	IV	-1	1411095	1419846	Y77E11A.7	protein_coding
WBGene00002180	Y77E11A.4.1	IV	1	1420929	1421770	jtr-1	protein_coding
WBGene00022311	Y77E11A.8.1	IV	-1	1423095	1425062	Y77E11A.8	protein_coding
WBGene00022312	Y77E11A.9.1	IV	-1	1425482	1426887	clec-171	protein_coding
WBGene00235267	Y77E11A.23.1	IV	-1	1429041	1430367	Y77E11A.23	protein_coding
WBGene00000546	Y77E11A.10.1	IV	-1	1431272	1435039	clp-6	protein_coding
WBGene00000547	Y77E11A.11a.1	IV	-1	1435465	1445993	clp-7	protein_coding
WBGene00000547	Y77E11A.11a.2	IV	-1	1435465	1446182	clp-7	protein_coding
WBGene00000547	Y77E11A.11b.1	IV	-1	1435475	1438373	clp-7	protein_coding
WBGene00022307	Y77E11A.2.1	IV	1	1457075	1459521	Y77E11A.2	protein_coding
WBGene00000680	Y77E11A.15.1	IV	-1	1459866	1460786	col-106	protein_coding
WBGene00022313	Y77E11A.12a.2	IV	-1	1461899	1468698	Y77E11A.12	protein_coding
WBGene00022313	Y77E11A.12c.2	IV	-1	1461899	1468698	Y77E11A.12	protein_coding
WBGene00022313	Y77E11A.12a.1	IV	-1	1461899	1472609	Y77E11A.12	protein_coding
WBGene00022313	Y77E11A.12c.1	IV	-1	1461899	1472609	Y77E11A.12	protein_coding
WBGene00022313	Y77E11A.12a.3	IV	-1	1461922	1466382	Y77E11A.12	protein_coding
WBGene00022313	Y77E11A.12b.1	IV	-1	1461922	1475109	Y77E11A.12	protein_coding
WBGene00044464	Y77E11A.16.1	IV	1	1485286	1489762	Y77E11A.16	protein_coding
WBGene00003806	Y77E11A.13a.1	IV	-1	1490653	1496022	npp-20	protein_coding
WBGene00003806	Y77E11A.13b.1	IV	-1	1490659	1496020	npp-20	protein_coding
WBGene00022306	Y77E11A.1a.2	IV	1	1497630	1509965	hxk-3	protein_coding
WBGene00022306	Y77E11A.1a.1	IV	1	1499862	1509965	hxk-3	protein_coding
WBGene00022306	Y77E11A.1b.1	IV	1	1500838	1509965	hxk-3	protein_coding
WBGene00022306	Y77E11A.1b.2	IV	1	1502167	1509965	hxk-3	protein_coding
WBGene00022306	Y77E11A.1c.1	IV	1	1502167	1509965	hxk-3	protein_coding
WBGene00022306	Y77E11A.1b.3	IV	1	1502170	1509965	hxk-3	protein_coding
WBGene00022306	Y77E11A.1c.2	IV	1	1502170	1509965	hxk-3	protein_coding
WBGene00022306	Y77E11A.1b.4	IV	1	1503410	1509965	hxk-3	protein_coding
WBGene00022306	Y77E11A.1c.3	IV	1	1503410	1509965	hxk-3	protein_coding
WBGene00019368	K03H6.2a.1	IV	1	1510546	1515251	K03H6.2	protein_coding
WBGene00019368	K03H6.2c.1	IV	1	1510564	1512779	K03H6.2	protein_coding
WBGene00019368	K03H6.2b.1	IV	1	1514254	1515200	K03H6.2	protein_coding
WBGene00044719	K03H6.7.1	IV	-1	1515510	1516627	clec-172	protein_coding
WBGene00019369	K03H6.4.1	IV	-1	1517969	1521324	K03H6.4	protein_coding
WBGene00019367	K03H6.1.1	IV	1	1523718	1526599	K03H6.1	protein_coding
WBGene00019370	K03H6.5a.1	IV	-1	1527221	1536398	K03H6.5	protein_coding
WBGene00019370	K03H6.5b.1	IV	-1	1527325	1536398	K03H6.5	protein_coding
WBGene00016427	C34H4.5a.2	IV	-1	1545296	1550241	C34H4.5	protein_coding
WBGene00016427	C34H4.5a.1	IV	-1	1545296	1566192	C34H4.5	protein_coding
WBGene00016427	C34H4.5b.1	IV	-1	1545300	1549890	C34H4.5	protein_coding
WBGene00000681	C34H4.4.1	IV	1	1548721	1549714	col-107	protein_coding
WBGene00044073	C34H4.3a.1	IV	1	1550878	1553119	tag-244	protein_coding
WBGene00044073	C34H4.3c.1	IV	1	1550929	1552164	tag-244	protein_coding
WBGene00044073	C34H4.3b.1	IV	1	1550947	1552376	tag-244	protein_coding
WBGene00016425	C34H4.2.1	IV	1	1553752	1555567	C34H4.2	protein_coding
WBGene00016424	C34H4.1a.1	IV	1	1555579	1557560	C34H4.1	protein_coding
WBGene00016424	C34H4.1b.1	IV	1	1557110	1557555	C34H4.1	protein_coding
WBGene00021519	Y41D4B.17.1	IV	1	1560104	1561811	Y41D4B.17	protein_coding
WBGene00021518	Y41D4B.16.1	IV	1	1562184	1564076	hpo-6	protein_coding
WBGene00021517	Y41D4B.15.1	IV	1	1564081	1567716	Y41D4B.15	protein_coding
WBGene00003794	Y41D4B.19b.1	IV	-1	1567921	1595824	npp-8	protein_coding
WBGene00003794	Y41D4B.19c.1	IV	-1	1568163	1574961	npp-8	protein_coding
WBGene00021516	Y41D4B.14.1	IV	1	1577087	1578889	Y41D4B.14	protein_coding
WBGene00003794	Y41D4B.19a.1	IV	-1	1590769	1595824	npp-8	protein_coding
WBGene00000416	Y41D4B.13a.1	IV	1	1597316	1601620	ced-2	protein_coding
WBGene00000416	Y41D4B.13b.1	IV	1	1600178	1601613	ced-2	protein_coding
WBGene00000416	Y41D4B.13c.1	IV	1	1601248	1601605	ced-2	protein_coding
WBGene00021515	Y41D4B.12a.1	IV	1	1602985	1605609	set-23	protein_coding
WBGene00021515	Y41D4B.12b.1	IV	1	1602985	1605609	set-23	protein_coding
WBGene00021514	Y41D4B.11a.1	IV	1	1605712	1608901	Y41D4B.11	protein_coding
WBGene00021514	Y41D4B.11b.1	IV	1	1608537	1608892	Y41D4B.11	protein_coding
WBGene00001105	Y41D4B.10a.1	IV	1	1610236	1612915	dsl-3	protein_coding
WBGene00001105	Y41D4B.10b.1	IV	1	1610462	1612915	dsl-3	protein_coding
WBGene00001105	Y41D4B.10b.2	IV	1	1610863	1612915	dsl-3	protein_coding
WBGene00003712	Y41D4B.9.1	IV	1	1613897	1616766	nhr-122	protein_coding
WBGene00003682	Y41D4B.8.1	IV	1	1620094	1623739	nhr-92	protein_coding
WBGene00003677	Y41D4B.7.1	IV	1	1624064	1626666	nhr-87	protein_coding
WBGene00045255	Y41D4B.27.1	IV	1	1626973	1630756	nhr-146	protein_coding
WBGene00021525	Y41D4B.26.1	IV	1	1631951	1633257	Y41D4B.26	protein_coding
WBGene00021513	Y41D4B.6a.1	IV	1	1633772	1637367	Y41D4B.6	protein_coding
WBGene00021513	Y41D4B.6b.1	IV	1	1633772	1637367	Y41D4B.6	protein_coding
WBGene00021522	Y41D4B.21a.1	IV	-1	1637954	1645290	nhr-274	protein_coding
WBGene00021522	Y41D4B.21b.1	IV	-1	1638659	1644151	nhr-274	protein_coding
WBGene00021522	Y41D4B.21d.1	IV	-1	1638659	1644151	nhr-274	protein_coding
WBGene00021522	Y41D4B.21c.1	IV	-1	1638659	1645251	nhr-274	protein_coding
WBGene00004497	Y41D4B.5.1	IV	1	1659691	1660011	rps-28	protein_coding
WBGene00021512	Y41D4B.4a.1	IV	1	1660112	1669683	Y41D4B.4	protein_coding
WBGene00021512	Y41D4B.4b.1	IV	1	1660112	1669707	Y41D4B.4	protein_coding
WBGene00021511	Y41D4B.1.1	IV	1	1672706	1676209	Y41D4B.1	protein_coding
WBGene00021524	Y41D4B.24.1	IV	-1	1676720	1682159	Y41D4B.24	protein_coding
WBGene00044618	K08D12.5a.1	IV	1	1699899	1702820	bus-2	protein_coding
WBGene00044618	K08D12.5b.1	IV	1	1699899	1702820	bus-2	protein_coding
WBGene00019538	K08D12.4.1	IV	1	1707296	1708691	K08D12.4	protein_coding
WBGene00003947	K08D12.1.1	IV	-1	1708804	1709745	pbs-1	protein_coding
WBGene00019537	K08D12.3a.1	IV	1	1710265	1711127	K08D12.3	protein_coding
WBGene00019537	K08D12.3b.2	IV	1	1710267	1710647	K08D12.3	protein_coding
WBGene00019537	K08D12.3b.1	IV	1	1710267	1710802	K08D12.3	protein_coding
WBGene00019536	K08D12.2.1	IV	1	1711279	1714179	rpi-2	protein_coding
WBGene00019540	K08D12.6.1	IV	1	1720790	1723067	K08D12.6	protein_coding
WBGene00044293	K08D12.7.1	IV	-1	1723199	1724143	K08D12.7	protein_coding
WBGene00195004	K08D12.8.1	IV	1	1726145	1727980	K08D12.8	protein_coding
WBGene00021507	Y41D4A.5.1	IV	-1	1727438	1737884	Y41D4A.5	protein_coding
WBGene00021508	Y41D4A.6a.1	IV	-1	1740921	1745587	Y41D4A.6	protein_coding
WBGene00021508	Y41D4A.6c.1	IV	-1	1741066	1741568	Y41D4A.6	protein_coding
WBGene00021508	Y41D4A.6f.1	IV	-1	1741066	1741568	Y41D4A.6	protein_coding
WBGene00021508	Y41D4A.6b.1	IV	-1	1741066	1744302	Y41D4A.6	protein_coding
WBGene00021508	Y41D4A.6e.1	IV	-1	1741066	1744302	Y41D4A.6	protein_coding
WBGene00021508	Y41D4A.6d.1	IV	-1	1741066	1745531	Y41D4A.6	protein_coding
WBGene00021506	Y41D4A.4c.1	IV	1	1745875	1751633	Y41D4A.4	protein_coding
WBGene00021506	Y41D4A.4e.2	IV	1	1745954	1750661	Y41D4A.4	protein_coding
WBGene00021506	Y41D4A.4a.2	IV	1	1745954	1751317	Y41D4A.4	protein_coding
WBGene00021506	Y41D4A.4e.1	IV	1	1746001	1750661	Y41D4A.4	protein_coding
WBGene00021506	Y41D4A.4a.1	IV	1	1746001	1751459	Y41D4A.4	protein_coding
WBGene00021506	Y41D4A.4b.1	IV	1	1746003	1751317	Y41D4A.4	protein_coding
WBGene00021506	Y41D4A.4d.1	IV	1	1751174	1751317	Y41D4A.4	protein_coding
WBGene00021509	Y41D4A.7a.1	IV	-1	1752270	1761647	Y41D4A.7	protein_coding
WBGene00021509	Y41D4A.7b.1	IV	-1	1752457	1759948	Y41D4A.7	protein_coding
WBGene00021505	Y41D4A.3.1	IV	1	1753824	1755750	Y41D4A.3	protein_coding
WBGene00000682	Y41D4A.2.1	IV	1	1768621	1769667	col-108	protein_coding
WBGene00021504	Y41D4A.1.1	IV	1	1772144	1774695	Y41D4A.1	protein_coding
WBGene00021510	Y41D4A.8b.1	IV	-1	1775277	1781562	frpr-19	protein_coding
WBGene00021510	Y41D4A.8a.1	IV	-1	1776053	1781562	frpr-19	protein_coding
WBGene00021410	Y38C1BA.1.1	IV	-1	1802026	1803982	Y38C1BA.1	protein_coding
WBGene00004913	Y38C1BA.2a.1	IV	-1	1805037	1808499	snn-1	protein_coding
WBGene00004913	Y38C1BA.2b.1	IV	-1	1805037	1815099	snn-1	protein_coding
WBGene00000683	Y38C1BA.3.1	IV	-1	1817311	1820253	col-109	protein_coding
WBGene00195012	Y38C1BA.4.1	IV	1	1821817	1822408	Y38C1BA.4	protein_coding
WBGene00000553	K07A9.2.1	IV	1	1824481	1834029	cmk-1	protein_coding
WBGene00019462	K07A9.3.1	IV	1	1834628	1847336	ccm-2	protein_coding
WBGene00001173	F55A8.2a.2	IV	1	1847968	1880562	egl-4	protein_coding
WBGene00001173	F55A8.2h.2	IV	1	1847968	1880562	egl-4	protein_coding
WBGene00001173	F55A8.2a.1	IV	1	1847968	1880587	egl-4	protein_coding
WBGene00001173	F55A8.2h.1	IV	1	1847968	1880587	egl-4	protein_coding
WBGene00001173	F55A8.2b.2	IV	1	1849580	1880562	egl-4	protein_coding
WBGene00001173	F55A8.2b.1	IV	1	1849580	1880587	egl-4	protein_coding
WBGene00001173	F55A8.2e.2	IV	1	1854230	1880562	egl-4	protein_coding
WBGene00001173	F55A8.2e.1	IV	1	1854230	1880587	egl-4	protein_coding
WBGene00001173	F55A8.2c.2	IV	1	1858455	1880587	egl-4	protein_coding
WBGene00001173	F55A8.2c.3	IV	1	1858524	1880562	egl-4	protein_coding
WBGene00001173	F55A8.2c.1	IV	1	1858524	1880587	egl-4	protein_coding
WBGene00001173	F55A8.2g.2	IV	1	1862678	1880587	egl-4	protein_coding
WBGene00001173	F55A8.2d.1	IV	1	1870994	1880587	egl-4	protein_coding
WBGene00001173	F55A8.2g.3	IV	1	1870996	1880562	egl-4	protein_coding
WBGene00001173	F55A8.2g.1	IV	1	1870996	1880587	egl-4	protein_coding
WBGene00001173	F55A8.2f.2	IV	1	1873310	1880562	egl-4	protein_coding
WBGene00001173	F55A8.2f.1	IV	1	1873310	1880587	egl-4	protein_coding
WBGene00001186	F55A8.1a.2	IV	1	1902323	1917440	egl-18	protein_coding
WBGene00001186	F55A8.1b.1	IV	1	1913454	1917389	egl-18	protein_coding
WBGene00001186	F55A8.1a.1	IV	1	1913454	1917841	egl-18	protein_coding
WBGene00001253	F52C12.5.2	IV	1	1917854	1921644	elt-6	protein_coding
WBGene00001253	F52C12.5.1	IV	1	1917977	1921644	elt-6	protein_coding
WBGene00018681	F52C12.4a.2	IV	1	1923939	1947477	denn-4	protein_coding
WBGene00018681	F52C12.4b.2	IV	1	1923939	1947477	denn-4	protein_coding
WBGene00018681	F52C12.4f.2	IV	1	1923939	1947477	denn-4	protein_coding
WBGene00018681	F52C12.4e.2	IV	1	1923939	1948040	denn-4	protein_coding
WBGene00018681	F52C12.4a.1	IV	1	1924001	1947477	denn-4	protein_coding
WBGene00018681	F52C12.4b.1	IV	1	1924001	1947477	denn-4	protein_coding
WBGene00018681	F52C12.4f.1	IV	1	1924001	1947477	denn-4	protein_coding
WBGene00018681	F52C12.4e.1	IV	1	1924001	1948040	denn-4	protein_coding
WBGene00018681	F52C12.4c.1	IV	1	1924008	1947316	denn-4	protein_coding
WBGene00018681	F52C12.4d.1	IV	1	1924008	1947316	denn-4	protein_coding
WBGene00018681	F52C12.4g.1	IV	1	1924008	1947316	denn-4	protein_coding
WBGene00018681	F52C12.4h.1	IV	1	1924008	1947316	denn-4	protein_coding
WBGene00018680	F52C12.3.1	IV	1	1948191	1953322	tsen-54	protein_coding
WBGene00018679	F52C12.2.1	IV	1	1953579	1956704	F52C12.2	protein_coding
WBGene00138717	F52C12.6a.1	IV	1	1956711	1959749	F52C12.6	protein_coding
WBGene00138717	F52C12.6b.1	IV	1	1958023	1959684	F52C12.6	protein_coding
WBGene00138717	F52C12.6c.1	IV	1	1959526	1959684	F52C12.6	protein_coding
WBGene00018678	F52C12.1b.1	IV	1	1959854	1963224	F52C12.1	protein_coding
WBGene00018678	F52C12.1a.1	IV	1	1959854	1963240	F52C12.1	protein_coding
WBGene00018678	F52C12.1c.1	IV	1	1962959	1963123	F52C12.1	protein_coding
WBGene00006738	Y48A5A.2.3	IV	1	1963191	1964709	ulp-3	protein_coding
WBGene00006738	Y48A5A.2.2	IV	1	1963634	1964724	ulp-3	protein_coding
WBGene00006738	Y48A5A.2.1	IV	1	1963636	1964724	ulp-3	protein_coding
WBGene00021655	Y48A5A.1.1	IV	1	1965481	1969650	Y48A5A.1	protein_coding
WBGene00044466	Y48A5A.3a.1	IV	1	1969737	1970245	Y48A5A.3	protein_coding
WBGene00044466	Y48A5A.3b.1	IV	1	1969774	1970280	Y48A5A.3	protein_coding
WBGene00022298	Y76B12C.4a.1	IV	-1	1970734	1972371	Y76B12C.4	protein_coding
WBGene00022298	Y76B12C.4b.1	IV	-1	1970734	1972977	Y76B12C.4	protein_coding
WBGene00022297	Y76B12C.3a.1	IV	1	1973702	1975677	Y76B12C.3	protein_coding
WBGene00022297	Y76B12C.3b.1	IV	1	1975379	1975540	Y76B12C.3	protein_coding
WBGene00022302	Y76B12C.8.1	IV	1	1979988	1980363	Y76B12C.8	protein_coding
WBGene00022300	Y76B12C.6a.1	IV	1	1981406	1992226	Y76B12C.6	protein_coding
WBGene00022300	Y76B12C.6b.1	IV	1	1981408	1992966	Y76B12C.6	protein_coding
WBGene00022296	Y76B12C.2.1	IV	1	1993089	2008993	xpc-1	protein_coding
WBGene00022301	Y76B12C.7c.1	IV	-1	2009038	2013717	cpsf-1	protein_coding
WBGene00022301	Y76B12C.7b.1	IV	-1	2009038	2030225	cpsf-1	protein_coding
WBGene00022301	Y76B12C.7a.1	IV	-1	2009038	2032998	cpsf-1	protein_coding
WBGene00022301	Y76B12C.7d.1	IV	-1	2009039	2010679	cpsf-1	protein_coding
WBGene00022303	Y76B12C.9.1	IV	-1	2034982	2035986	Y76B12C.9	protein_coding
WBGene00022295	Y76B12C.1a.1	IV	1	2037191	2043191	cng-2	protein_coding
WBGene00022295	Y76B12C.1b.1	IV	1	2041574	2043191	cng-2	protein_coding
WBGene00044467	R05C11.4a.1	IV	1	2051500	2057079	R05C11.4	protein_coding
WBGene00044467	R05C11.4b.1	IV	1	2055766	2056708	R05C11.4	protein_coding
WBGene00019874	R05C11.2.1	IV	-1	2057878	2059111	R05C11.2	protein_coding
WBGene00019873	R05C11.1.1	IV	1	2066200	2071741	arrd-26	protein_coding
WBGene00019875	R05C11.3.1	IV	1	2084034	2091931	mca-2	protein_coding
WBGene00044649	C23H5.11b.1	IV	-1	2091929	2092048	C23H5.11	protein_coding
WBGene00044649	C23H5.11a.1	IV	-1	2091929	2099890	C23H5.11	protein_coding
WBGene00219423	C23H5.15.1	IV	-1	2100240	2102893	C23H5.15	protein_coding
WBGene00000487	C23H5.7.1	IV	-1	2104056	2111408	che-6	protein_coding
WBGene00016027	C23H5.8a.1	IV	-1	2111894	2113422	C23H5.8	protein_coding
WBGene00016027	C23H5.8b.1	IV	-1	2111894	2113422	C23H5.8	protein_coding
WBGene00016027	C23H5.8c.1	IV	-1	2111894	2113422	C23H5.8	protein_coding
WBGene00016027	C23H5.8d.1	IV	-1	2111894	2113422	C23H5.8	protein_coding
