ENSG00000173213	ENST00000308911	18	-1	47390	49557	TUBB8P12	protein_coding
ENSG00000179981	ENST00000322038	18	1	75210755	75289950	TSHZ1	protein_coding
ENSG00000179981	ENST00000580243	18	1	75211529	75289950	TSHZ1	protein_coding
ENSG00000179981	ENST00000560918	18	1	75221058	75286372	TSHZ1	protein_coding
ENSG00000179981	ENST00000560661	18	1	75244576	75285778	TSHZ1	protein_coding
ENSG00000206026	ENST00000579022	18	-1	75409476	75427703	SMIM21	protein_coding
ENSG00000206026	ENST00000382638	18	-1	75409872	75427634	SMIM21	protein_coding
ENSG00000206026	ENST00000584508	18	-1	75416018	75427682	SMIM21	protein_coding
ENSG00000101493	ENST00000443185	18	-1	76358190	76495190	ZNF516	protein_coding
ENSG00000101493	ENST00000617840	18	-1	76361768	76380285	ZNF516	protein_coding
ENSG00000101493	ENST00000542818	18	-1	76362271	76378913	ZNF516	protein_coding
ENSG00000101493	ENST00000532857	18	-1	76442829	76490779	ZNF516	protein_coding
ENSG00000130856	ENST00000320610	18	1	76822607	76969918	ZNF236	protein_coding
ENSG00000130856	ENST00000253159	18	1	76824160	76970727	ZNF236	protein_coding
ENSG00000130856	ENST00000579322	18	1	76849199	76881482	ZNF236	protein_coding
ENSG00000130856	ENST00000645888	18	1	76927927	76937343	ZNF236	protein_coding
ENSG00000197971	ENST00000382582	18	-1	76978827	77017095	MBP	protein_coding
ENSG00000197971	ENST00000355994	18	-1	76978834	77132818	MBP	protein_coding
ENSG00000197971	ENST00000585201	18	-1	76978835	76990023	MBP	protein_coding
ENSG00000197971	ENST00000397875	18	-1	76978852	77017055	MBP	protein_coding
ENSG00000197971	ENST00000397866	18	-1	76978852	77017062	MBP	protein_coding
ENSG00000197971	ENST00000397865	18	-1	76978861	77017086	MBP	protein_coding
ENSG00000197971	ENST00000527041	18	-1	76979741	77017065	MBP	protein_coding
ENSG00000197971	ENST00000359645	18	-1	76979767	77017042	MBP	protein_coding
ENSG00000197971	ENST00000528160	18	-1	76980064	77017062	MBP	protein_coding
ENSG00000197971	ENST00000397869	18	-1	76980301	77017055	MBP	protein_coding
ENSG00000197971	ENST00000354542	18	-1	76980327	77017261	MBP	protein_coding
ENSG00000197971	ENST00000526111	18	-1	76980353	77017065	MBP	protein_coding
ENSG00000197971	ENST00000580402	18	-1	76980427	77105261	MBP	protein_coding
ENSG00000197971	ENST00000579129	18	-1	76980427	77132844	MBP	protein_coding
ENSG00000197971	ENST00000578193	18	-1	76980455	77017055	MBP	protein_coding
ENSG00000197971	ENST00000447114	18	-1	76984774	77010122	MBP	protein_coding
ENSG00000197971	ENST00000578873	18	-1	76988410	77017055	MBP	protein_coding
ENSG00000197971	ENST00000498683	18	-1	76989979	77017778	MBP	protein_coding
ENSG00000197971	ENST00000397863	18	-1	77012779	77131684	MBP	protein_coding
ENSG00000197971	ENST00000397860	18	-1	77012779	77132769	MBP	protein_coding
ENSG00000197971	ENST00000581878	18	-1	77016930	77127945	MBP	protein_coding
ENSG00000197971	ENST00000583798	18	-1	77066312	77127712	MBP	protein_coding
ENSG00000166573	ENST00000299727	18	1	77250549	77277896	GALR1	protein_coding
ENSG00000256463	ENST00000616649	18	1	78980275	78997397	SALL3	protein_coding
ENSG00000256463	ENST00000575389	18	1	78980275	78997631	SALL3	protein_coding
ENSG00000256463	ENST00000537592	18	1	78980275	78999974	SALL3	protein_coding
ENSG00000256463	ENST00000536229	18	1	78991682	78997322	SALL3	protein_coding
ENSG00000256463	ENST00000573324	18	1	78994798	79002677	SALL3	protein_coding
ENSG00000166377	ENST00000588600	18	1	79069285	79096481	ATP9B	protein_coding
ENSG00000166377	ENST00000426216	18	1	79069394	79378283	ATP9B	protein_coding
ENSG00000166377	ENST00000307671	18	1	79069397	79378287	ATP9B	protein_coding
ENSG00000166377	ENST00000586672	18	1	79069406	79154529	ATP9B	protein_coding
ENSG00000166377	ENST00000586722	18	1	79069408	79116082	ATP9B	protein_coding
ENSG00000166377	ENST00000458297	18	1	79096513	79378141	ATP9B	protein_coding
ENSG00000166377	ENST00000589326	18	1	79307112	79332998	ATP9B	protein_coding
ENSG00000166377	ENST00000589732	18	1	79307190	79333000	ATP9B	protein_coding
ENSG00000131196	ENST00000253506	18	1	79395856	79529325	NFATC1	protein_coding
ENSG00000131196	ENST00000591814	18	1	79395930	79470014	NFATC1	protein_coding
ENSG00000131196	ENST00000397790	18	1	79395944	79529323	NFATC1	protein_coding
ENSG00000131196	ENST00000587635	18	1	79396131	79467676	NFATC1	protein_coding
ENSG00000131196	ENST00000427363	18	1	79396225	79527577	NFATC1	protein_coding
ENSG00000131196	ENST00000542384	18	1	79396225	79527577	NFATC1	protein_coding
ENSG00000131196	ENST00000545796	18	1	79400274	79529323	NFATC1	protein_coding
ENSG00000131196	ENST00000318065	18	1	79400322	79529323	NFATC1	protein_coding
ENSG00000131196	ENST00000592223	18	1	79400333	79468001	NFATC1	protein_coding
ENSG00000131196	ENST00000329101	18	1	79400336	79529323	NFATC1	protein_coding
ENSG00000131196	ENST00000586434	18	1	79400392	79527577	NFATC1	protein_coding
ENSG00000060069	ENST00000613122	18	1	79679801	79756623	CTDP1	protein_coding
ENSG00000060069	ENST00000075430	18	1	79679846	79754503	CTDP1	protein_coding
ENSG00000060069	ENST00000591598	18	1	79680152	79754503	CTDP1	protein_coding
ENSG00000060069	ENST00000590635	18	1	79680849	79697960	CTDP1	protein_coding
ENSG00000060069	ENST00000299543	18	1	79681430	79754510	CTDP1	protein_coding
ENSG00000178342	ENST00000316249	18	1	79863668	79899816	KCNG2	protein_coding
ENSG00000122490	ENST00000357575	18	-1	79902420	79951638	PQLC1	protein_coding
ENSG00000122490	ENST00000397778	18	-1	79902420	79951664	PQLC1	protein_coding
ENSG00000122490	ENST00000590381	18	-1	79903446	79951653	PQLC1	protein_coding
ENSG00000122490	ENST00000478144	18	-1	79919344	79950866	PQLC1	protein_coding
ENSG00000226742	ENST00000451882	18	1	79964561	79970822	HSBP1L1	protein_coding
ENSG00000141759	ENST00000269601	18	-1	79970811	79988593	TXNL4A	protein_coding
ENSG00000141759	ENST00000585474	18	-1	79972875	80033949	TXNL4A	protein_coding
ENSG00000141759	ENST00000588162	18	-1	79973407	79988541	TXNL4A	protein_coding
ENSG00000141759	ENST00000592957	18	-1	79973513	80033891	TXNL4A	protein_coding
ENSG00000141759	ENST00000592837	18	-1	79973566	79977917	TXNL4A	protein_coding
ENSG00000141759	ENST00000591711	18	-1	79977331	79988537	TXNL4A	protein_coding
ENSG00000101546	ENST00000306735	18	1	80034358	80046392	RBFA	protein_coding
ENSG00000101546	ENST00000262197	18	1	80034466	80046397	RBFA	protein_coding
ENSG00000101544	ENST00000262198	18	1	80109031	80140351	ADNP2	protein_coding
ENSG00000101544	ENST00000560752	18	1	80109293	80136166	ADNP2	protein_coding
ENSG00000101544	ENST00000559951	18	1	80109726	80135927	ADNP2	protein_coding
ENSG00000101544	ENST00000560561	18	1	80117608	80136010	ADNP2	protein_coding
ENSG00000101544	ENST00000561195	18	1	80117616	80147523	ADNP2	protein_coding
ENSG00000178184	ENST00000353265	18	-1	80157232	80247546	PARD6G	protein_coding
ENSG00000178184	ENST00000470488	18	-1	80182850	80247348	PARD6G	protein_coding
ENSG00000178184	ENST00000463384	18	-1	80182856	80202881	PARD6G	protein_coding
