ENSMUSG00000047735	ENSMUST00000201638	6	-1	3376950	3385006	Samd9l	protein_coding
ENSMUSG00000043421	ENSMUST00000115289	6	1	29272487	29275185	Hilpda	protein_coding
ENSMUSG00000043421	ENSMUST00000054445	6	1	29272625	29275445	Hilpda	protein_coding
ENSMUSG00000079652	ENSMUST00000167131	6	1	29279592	29287779	Fam71f2	protein_coding
ENSMUSG00000079652	ENSMUST00000115286	6	1	29281140	29290679	Fam71f2	protein_coding
ENSMUSG00000039742	ENSMUST00000090487	6	1	29319139	29336018	Fam71f1	protein_coding
ENSMUSG00000039742	ENSMUST00000164560	6	1	29319156	29335853	Fam71f1	protein_coding
ENSMUSG00000039742	ENSMUST00000166462	6	1	29319198	29335853	Fam71f1	protein_coding
ENSMUSG00000029767	ENSMUST00000173216	6	1	29348068	29374502	Calu	protein_coding
ENSMUSG00000029767	ENSMUST00000173694	6	1	29348068	29374502	Calu	protein_coding
ENSMUSG00000029767	ENSMUST00000172974	6	1	29348068	29376671	Calu	protein_coding
ENSMUSG00000029767	ENSMUST00000031779	6	1	29348105	29376674	Calu	protein_coding
ENSMUSG00000029767	ENSMUST00000090481	6	1	29348118	29376128	Calu	protein_coding
ENSMUSG00000029767	ENSMUST00000156163	6	1	29361460	29373351	Calu	protein_coding
ENSMUSG00000029767	ENSMUST00000172607	6	1	29372552	29377109	Calu	protein_coding
ENSMUSG00000058831	ENSMUST00000080428	6	-1	29376670	29380512	Opn1sw	protein_coding
ENSMUSG00000058831	ENSMUST00000147483	6	-1	29377383	29380430	Opn1sw	protein_coding
ENSMUSG00000058831	ENSMUST00000173653	6	-1	29379372	29388467	Opn1sw	protein_coding
ENSMUSG00000029769	ENSMUST00000115275	6	1	29396629	29426952	Ccdc136	protein_coding
ENSMUSG00000029769	ENSMUST00000145310	6	1	29396642	29426947	Ccdc136	protein_coding
ENSMUSG00000029769	ENSMUST00000096084	6	1	29396684	29426993	Ccdc136	protein_coding
ENSMUSG00000029769	ENSMUST00000181464	6	1	29398925	29426947	Ccdc136	protein_coding
ENSMUSG00000029769	ENSMUST00000180829	6	1	29398925	29426954	Ccdc136	protein_coding
ENSMUSG00000029769	ENSMUST00000154619	6	1	29402868	29426856	Ccdc136	protein_coding
ENSMUSG00000029769	ENSMUST00000202726	6	1	29410104	29426987	Ccdc136	protein_coding
ENSMUSG00000068699	ENSMUST00000101617	6	1	29433275	29461882	Flnc	protein_coding
ENSMUSG00000068699	ENSMUST00000065090	6	1	29433275	29461882	Flnc	protein_coding
ENSMUSG00000004285	ENSMUST00000004396	6	1	29467717	29470511	Atp6v1f	protein_coding
ENSMUSG00000004285	ENSMUST00000143101	6	1	29468067	29470511	Atp6v1f	protein_coding
ENSMUSG00000004285	ENSMUST00000149646	6	1	29468067	29470511	Atp6v1f	protein_coding
ENSMUSG00000090685	ENSMUST00000171317	6	1	29471436	29473464	Atp6v1fnb	protein_coding
ENSMUSG00000059022	ENSMUST00000159482	6	-1	29473161	29484093	Kcp	protein_coding
ENSMUSG00000059022	ENSMUST00000101614	6	-1	29482036	29507949	Kcp	protein_coding
ENSMUSG00000059022	ENSMUST00000078112	6	-1	29482036	29507951	Kcp	protein_coding
ENSMUSG00000029771	ENSMUST00000004392	6	1	29526624	29537318	Irf5	protein_coding
ENSMUSG00000029771	ENSMUST00000167252	6	1	29526707	29541870	Irf5	protein_coding
ENSMUSG00000029771	ENSMUST00000164626	6	1	29528269	29533996	Irf5	protein_coding
ENSMUSG00000029771	ENSMUST00000163511	6	1	29529281	29537318	Irf5	protein_coding
ENSMUSG00000029771	ENSMUST00000164922	6	1	29531247	29535345	Irf5	protein_coding
ENSMUSG00000012535	ENSMUST00000115251	6	-1	29540826	29609606	Tnpo3	protein_coding
ENSMUSG00000012535	ENSMUST00000012679	6	-1	29540826	29609886	Tnpo3	protein_coding
ENSMUSG00000012535	ENSMUST00000170647	6	-1	29540981	29560093	Tnpo3	protein_coding
ENSMUSG00000001763	ENSMUST00000046750	6	1	29694221	29718558	Tspan33	protein_coding
ENSMUSG00000001763	ENSMUST00000115250	6	1	29694233	29718556	Tspan33	protein_coding
ENSMUSG00000001761	ENSMUST00000001812	6	1	29735693	29761364	Smo	protein_coding
ENSMUSG00000029772	ENSMUST00000136031	6	1	29768010	29768726	Ahcyl2	protein_coding
ENSMUSG00000029772	ENSMUST00000102995	6	1	29768479	29912303	Ahcyl2	protein_coding
ENSMUSG00000029772	ENSMUST00000115242	6	1	29768491	29912309	Ahcyl2	protein_coding
ENSMUSG00000029772	ENSMUST00000143091	6	1	29799550	29883671	Ahcyl2	protein_coding
ENSMUSG00000029772	ENSMUST00000125911	6	1	29801858	29909213	Ahcyl2	protein_coding
ENSMUSG00000029772	ENSMUST00000064872	6	1	29853759	29909214	Ahcyl2	protein_coding
ENSMUSG00000029772	ENSMUST00000152581	6	1	29853766	29863235	Ahcyl2	protein_coding
ENSMUSG00000029772	ENSMUST00000176265	6	1	29853768	29870624	Ahcyl2	protein_coding
ENSMUSG00000029772	ENSMUST00000154079	6	1	29853773	29880577	Ahcyl2	protein_coding
ENSMUSG00000029772	ENSMUST00000115238	6	1	29859378	29912303	Ahcyl2	protein_coding
ENSMUSG00000029772	ENSMUST00000128927	6	1	29859684	29883680	Ahcyl2	protein_coding
ENSMUSG00000029772	ENSMUST00000134438	6	1	29859709	29883673	Ahcyl2	protein_coding
ENSMUSG00000039629	ENSMUST00000151738	6	1	29917011	29959674	Strip2	protein_coding
ENSMUSG00000039629	ENSMUST00000115224	6	1	29917012	29947075	Strip2	protein_coding
ENSMUSG00000039629	ENSMUST00000046028	6	1	29917012	29959680	Strip2	protein_coding
ENSMUSG00000058440	ENSMUST00000115212	6	1	30047987	30153457	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000123194	6	1	30047990	30098574	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000115211	6	1	30048001	30153179	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000115206	6	1	30048030	30144859	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000133928	6	1	30048041	30095345	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000115208	6	1	30048044	30152522	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000115209	6	1	30048066	30152517	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000115200	6	1	30048071	30130115	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000115204	6	1	30048071	30145196	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000148990	6	1	30048150	30090037	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000115199	6	1	30076320	30129759	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000069808	6	1	30089888	30144854	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000004761	6	1	30089894	30129391	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000069831	6	1	30089894	30129391	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000170535	6	1	30089894	30144854	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000167972	6	1	30089894	30151676	Nrf1	protein_coding
ENSMUSG00000058440	ENSMUST00000132866	6	1	30116114	30140903	Nrf1	protein_coding
ENSMUSG00000039159	ENSMUST00000102993	6	-1	30211288	30304538	Ube2h	protein_coding
ENSMUSG00000039159	ENSMUST00000094543	6	-1	30214860	30304521	Ube2h	protein_coding
ENSMUSG00000039130	ENSMUST00000080812	6	-1	30366379	30391022	Zc3hc1	protein_coding
ENSMUSG00000039130	ENSMUST00000152391	6	-1	30366383	30391001	Zc3hc1	protein_coding
ENSMUSG00000039130	ENSMUST00000102992	6	-1	30366387	30391027	Zc3hc1	protein_coding
ENSMUSG00000039130	ENSMUST00000115184	6	-1	30366473	30391009	Zc3hc1	protein_coding
ENSMUSG00000029775	ENSMUST00000068240	6	1	30401867	30453287	Klhdc10	protein_coding
ENSMUSG00000029775	ENSMUST00000068259	6	1	30401895	30455178	Klhdc10	protein_coding
ENSMUSG00000029775	ENSMUST00000132581	6	1	30401997	30450561	Klhdc10	protein_coding
ENSMUSG00000029775	ENSMUST00000144272	6	1	30417035	30450813	Klhdc10	protein_coding
ENSMUSG00000029775	ENSMUST00000123494	6	1	30417044	30447446	Klhdc10	protein_coding
ENSMUSG00000029775	ENSMUST00000135566	6	1	30427395	30441891	Klhdc10	protein_coding
ENSMUSG00000029782	ENSMUST00000064330	6	-1	30480796	30509714	Tmem209	protein_coding
ENSMUSG00000029782	ENSMUST00000115160	6	-1	30481227	30509782	Tmem209	protein_coding
ENSMUSG00000029782	ENSMUST00000115157	6	-1	30482414	30509717	Tmem209	protein_coding
ENSMUSG00000029782	ENSMUST00000102991	6	-1	30482800	30509714	Tmem209	protein_coding
ENSMUSG00000029782	ENSMUST00000154547	6	-1	30502002	30509748	Tmem209	protein_coding
ENSMUSG00000029782	ENSMUST00000148638	6	-1	30505751	30509723	Tmem209	protein_coding
ENSMUSG00000029784	ENSMUST00000031797	6	1	30509848	30520252	Ssmem1	protein_coding
ENSMUSG00000029784	ENSMUST00000031798	6	1	30512285	30520253	Ssmem1	protein_coding
ENSMUSG00000029784	ENSMUST00000131485	6	1	30513697	30519543	Ssmem1	protein_coding
ENSMUSG00000071553	ENSMUST00000096066	6	1	30541581	30564475	Cpa2	protein_coding
ENSMUSG00000039070	ENSMUST00000049251	6	1	30568368	30592417	Cpa4	protein_coding
ENSMUSG00000029788	ENSMUST00000062758	6	1	30611009	30631744	Cpa5	protein_coding
ENSMUSG00000029788	ENSMUST00000115138	6	1	30611050	30631519	Cpa5	protein_coding
ENSMUSG00000029788	ENSMUST00000115139	6	1	30612187	30631742	Cpa5	protein_coding
ENSMUSG00000054446	ENSMUST00000031806	6	1	30639217	30645362	Cpa1	protein_coding
ENSMUSG00000029790	ENSMUST00000031810	6	-1	30653456	30693748	Cep41	protein_coding
ENSMUSG00000029790	ENSMUST00000115131	6	-1	30654377	30693694	Cep41	protein_coding
ENSMUSG00000029790	ENSMUST00000140252	6	-1	30660981	30693087	Cep41	protein_coding
ENSMUSG00000029790	ENSMUST00000169422	6	-1	30666027	30693675	Cep41	protein_coding
ENSMUSG00000029790	ENSMUST00000133373	6	-1	30666313	30680532	Cep41	protein_coding
ENSMUSG00000029790	ENSMUST00000115130	6	-1	30679087	30693699	Cep41	protein_coding
ENSMUSG00000051855	ENSMUST00000141130	6	1	30723546	30732713	Mest	protein_coding
ENSMUSG00000051855	ENSMUST00000115127	6	1	30723546	30742573	Mest	protein_coding
ENSMUSG00000051855	ENSMUST00000151777	6	1	30731967	30742577	Mest	protein_coding
ENSMUSG00000051855	ENSMUST00000147400	6	1	30733453	30742835	Mest	protein_coding
ENSMUSG00000051855	ENSMUST00000157040	6	1	30733505	30748461	Mest	protein_coding
ENSMUSG00000051855	ENSMUST00000163949	6	1	30738049	30748461	Mest	protein_coding
ENSMUSG00000051855	ENSMUST00000124665	6	1	30738052	30748464	Mest	protein_coding
ENSMUSG00000025607	ENSMUST00000048774	6	-1	30747553	30873674	Copg2	protein_coding
ENSMUSG00000025607	ENSMUST00000166192	6	-1	30748411	30873729	Copg2	protein_coding
ENSMUSG00000039032	ENSMUST00000048580	6	-1	30873916	30892508	Tsga13	protein_coding
ENSMUSG00000073209	ENSMUST00000101589	6	-1	30932958	30936013	Klf14	protein_coding
ENSMUSG00000025609	ENSMUST00000026699	6	1	31375670	31493746	Mkln1	protein_coding
ENSMUSG00000025609	ENSMUST00000130108	6	1	31466329	31484903	Mkln1	protein_coding
ENSMUSG00000025608	ENSMUST00000026698	6	-1	31496423	31540916	Podxl	protein_coding
ENSMUSG00000029766	ENSMUST00000031778	6	1	32027220	32035850	1700012A03Rik	protein_coding
ENSMUSG00000029765	ENSMUST00000115096	6	-1	32121203	32565127	Plxna4	protein_coding
ENSMUSG00000053768	ENSMUST00000129069	6	-1	32767911	32869265	Chchd3	protein_coding
ENSMUSG00000053768	ENSMUST00000066379	6	-1	32769152	33037195	Chchd3	protein_coding
ENSMUSG00000053768	ENSMUST00000127666	6	-1	32780923	33037172	Chchd3	protein_coding
ENSMUSG00000053768	ENSMUST00000115091	6	-1	32828378	33037152	Chchd3	protein_coding
ENSMUSG00000029763	ENSMUST00000052266	6	1	33226020	33950914	Exoc4	protein_coding
ENSMUSG00000029763	ENSMUST00000090381	6	1	33226063	33454084	Exoc4	protein_coding
ENSMUSG00000029763	ENSMUST00000115080	6	1	33226067	33557844	Exoc4	protein_coding
ENSMUSG00000056215	ENSMUST00000228187	6	1	34006383	34087232	Lrguk	protein_coding
ENSMUSG00000056215	ENSMUST00000070189	6	1	34006383	34110969	Lrguk	protein_coding
ENSMUSG00000056215	ENSMUST00000101564	6	1	34006385	34024313	Lrguk	protein_coding
ENSMUSG00000056215	ENSMUST00000141078	6	1	34016243	34024328	Lrguk	protein_coding
ENSMUSG00000018999	ENSMUST00000019143	6	-1	34130315	34154046	Slc35b4	protein_coding
ENSMUSG00000001642	ENSMUST00000102980	6	-1	34280869	34294413	Akr1b3	protein_coding
ENSMUSG00000001642	ENSMUST00000154655	6	-1	34287540	34294394	Akr1b3	protein_coding
ENSMUSG00000029762	ENSMUST00000038406	6	1	34331054	34345398	Akr1b8	protein_coding
ENSMUSG00000061758	ENSMUST00000038383	6	1	34361153	34373885	Akr1b10	protein_coding
ENSMUSG00000061758	ENSMUST00000115051	6	1	34361216	34373683	Akr1b10	protein_coding
ENSMUSG00000052131	ENSMUST00000007449	6	1	34389269	34400077	Akr1b7	protein_coding
ENSMUSG00000038871	ENSMUST00000045372	6	1	34453142	34482548	Bpgm	protein_coding
ENSMUSG00000038871	ENSMUST00000138668	6	1	34453387	34464622	Bpgm	protein_coding
ENSMUSG00000038871	ENSMUST00000139067	6	1	34453414	34464682	Bpgm	protein_coding
ENSMUSG00000038871	ENSMUST00000149131	6	1	34454077	34464783	Bpgm	protein_coding
ENSMUSG00000029761	ENSMUST00000079391	6	1	34575435	34752389	Cald1	protein_coding
ENSMUSG00000029761	ENSMUST00000142512	6	1	34575447	34730523	Cald1	protein_coding
ENSMUSG00000029761	ENSMUST00000115027	6	1	34575499	34752401	Cald1	protein_coding
ENSMUSG00000029761	ENSMUST00000115026	6	1	34575500	34752401	Cald1	protein_coding
ENSMUSG00000029761	ENSMUST00000115021	6	1	34686377	34752408	Cald1	protein_coding
ENSMUSG00000029761	ENSMUST00000031775	6	1	34686569	34750629	Cald1	protein_coding
ENSMUSG00000029761	ENSMUST00000123823	6	1	34722887	34732832	Cald1	protein_coding
ENSMUSG00000029761	ENSMUST00000136907	6	1	34722916	34732742	Cald1	protein_coding
ENSMUSG00000029761	ENSMUST00000126181	6	1	34722942	34732742	Cald1	protein_coding
ENSMUSG00000029761	ENSMUST00000142716	6	1	34723321	34739059	Cald1	protein_coding
ENSMUSG00000038836	ENSMUST00000115016	6	1	34757367	34834867	Agbl3	protein_coding
ENSMUSG00000038836	ENSMUST00000115017	6	1	34757367	34834867	Agbl3	protein_coding
ENSMUSG00000038836	ENSMUST00000115012	6	1	34757810	34762654	Agbl3	protein_coding
ENSMUSG00000038836	ENSMUST00000115014	6	1	34757824	34762579	Agbl3	protein_coding
ENSMUSG00000038836	ENSMUST00000115009	6	1	34757825	34762618	Agbl3	protein_coding
ENSMUSG00000057137	ENSMUST00000074949	6	1	34840081	34851881	Tmem140	protein_coding
ENSMUSG00000057137	ENSMUST00000202010	6	1	34840197	34849548	Tmem140	protein_coding
ENSMUSG00000057137	ENSMUST00000202999	6	1	34843987	34849673	Tmem140	protein_coding
ENSMUSG00000046806	ENSMUST00000055097	6	-1	34848706	34854956	Cyren	protein_coding
ENSMUSG00000046806	ENSMUST00000115007	6	-1	34848775	34854995	Cyren	protein_coding
ENSMUSG00000046806	ENSMUST00000115006	6	-1	34850630	34854944	Cyren	protein_coding
ENSMUSG00000046806	ENSMUST00000118559	6	-1	34851581	34854064	Cyren	protein_coding
ENSMUSG00000058486	ENSMUST00000081214	6	-1	34857361	34887811	Wdr91	protein_coding
ENSMUSG00000058486	ENSMUST00000149448	6	-1	34881602	34887530	Wdr91	protein_coding
ENSMUSG00000058486	ENSMUST00000133336	6	-1	34883598	34887597	Wdr91	protein_coding
ENSMUSG00000058486	ENSMUST00000152488	6	-1	34885230	34887498	Wdr91	protein_coding
ENSMUSG00000029848	ENSMUST00000031876	6	1	34897098	34916279	Stra8	protein_coding
ENSMUSG00000029848	ENSMUST00000114999	6	1	34897895	34916277	Stra8	protein_coding
ENSMUSG00000029848	ENSMUST00000185102	6	1	34897939	34910080	Stra8	protein_coding
ENSMUSG00000029848	ENSMUST00000114997	6	1	34897945	34916277	Stra8	protein_coding
ENSMUSG00000029847	ENSMUST00000044387	6	-1	34922213	34954934	Slc23a4	protein_coding
ENSMUSG00000029847	ENSMUST00000201355	6	-1	34922870	34965339	Slc23a4	protein_coding
ENSMUSG00000029847	ENSMUST00000147169	6	-1	34925371	34932838	Slc23a4	protein_coding
ENSMUSG00000029847	ENSMUST00000144079	6	-1	34930774	34955989	Slc23a4	protein_coding
ENSMUSG00000038784	ENSMUST00000202143	6	-1	34999000	35110560	Cnot4	protein_coding
ENSMUSG00000038784	ENSMUST00000114989	6	-1	34999001	35110629	Cnot4	protein_coding
ENSMUSG00000038784	ENSMUST00000114993	6	-1	34999006	35110624	Cnot4	protein_coding
ENSMUSG00000038784	ENSMUST00000044163	6	-1	35021890	35110650	Cnot4	protein_coding
ENSMUSG00000038784	ENSMUST00000202417	6	-1	35021931	35110659	Cnot4	protein_coding
ENSMUSG00000038759	ENSMUST00000201374	6	1	35154356	35224531	Nup205	protein_coding
ENSMUSG00000038759	ENSMUST00000043815	6	1	35154365	35224531	Nup205	protein_coding
ENSMUSG00000038759	ENSMUST00000170234	6	1	35154564	35224525	Nup205	protein_coding
ENSMUSG00000073155	ENSMUST00000152147	6	1	35229589	35240431	1810058I24Rik	protein_coding
ENSMUSG00000073155	ENSMUST00000130875	6	1	35229651	35238572	1810058I24Rik	protein_coding
ENSMUSG00000029843	ENSMUST00000031868	6	-1	35244892	35285066	Slc13a4	protein_coding
ENSMUSG00000047420	ENSMUST00000051176	6	-1	35289603	35303076	Fam180a	protein_coding
ENSMUSG00000029840	ENSMUST00000031866	6	-1	35485841	35516823	Mtpn	protein_coding
ENSMUSG00000029840	ENSMUST00000201026	6	-1	35498864	35516734	Mtpn	protein_coding
ENSMUSG00000045613	ENSMUST00000172278	6	1	36365019	36505349	Chrm2	protein_coding
ENSMUSG00000029838	ENSMUST00000101534	6	-1	36691864	36787155	Ptn	protein_coding
ENSMUSG00000029838	ENSMUST00000201321	6	-1	36716394	36787114	Ptn	protein_coding
ENSMUSG00000038665	ENSMUST00000101532	6	-1	36822957	37276909	Dgki	protein_coding
ENSMUSG00000038665	ENSMUST00000090314	6	-1	36823916	37277119	Dgki	protein_coding
ENSMUSG00000038665	ENSMUST00000042075	6	-1	36824091	37276572	Dgki	protein_coding
ENSMUSG00000038648	ENSMUST00000041093	6	-1	37304190	37419081	Creb3l2	protein_coding
ENSMUSG00000038641	ENSMUST00000040987	6	1	37507108	37545750	Akr1d1	protein_coding
ENSMUSG00000029833	ENSMUST00000031859	6	1	37847746	37943231	Trim24	protein_coding
ENSMUSG00000029833	ENSMUST00000120428	6	1	37847746	37943231	Trim24	protein_coding
ENSMUSG00000029833	ENSMUST00000120238	6	1	37877422	37942867	Trim24	protein_coding
ENSMUSG00000029830	ENSMUST00000096040	6	-1	37960674	38023931	Svopl	protein_coding
ENSMUSG00000038600	ENSMUST00000114908	6	-1	38025418	38086484	Atp6v0a4	protein_coding
ENSMUSG00000038600	ENSMUST00000040259	6	-1	38025418	38101521	Atp6v0a4	protein_coding
ENSMUSG00000029829	ENSMUST00000031851	6	1	38086190	38092744	Tmem213	protein_coding
ENSMUSG00000063455	ENSMUST00000117556	6	-1	38100109	38230890	D630045J12Rik	protein_coding
ENSMUSG00000063455	ENSMUST00000169256	6	-1	38100111	38230944	D630045J12Rik	protein_coding
ENSMUSG00000047749	ENSMUST00000058524	6	-1	38264331	38276194	Zc3hav1l	protein_coding
ENSMUSG00000029826	ENSMUST00000114900	6	-1	38282221	38331208	Zc3hav1	protein_coding
ENSMUSG00000029826	ENSMUST00000143702	6	-1	38287522	38331208	Zc3hav1	protein_coding
ENSMUSG00000029826	ENSMUST00000031850	6	-1	38292603	38331538	Zc3hav1	protein_coding
ENSMUSG00000029826	ENSMUST00000114898	6	-1	38292603	38331538	Zc3hav1	protein_coding
ENSMUSG00000056832	ENSMUST00000162554	6	1	38358404	38404582	Ttc26	protein_coding
ENSMUSG00000056832	ENSMUST00000161751	6	1	38358460	38372077	Ttc26	protein_coding
ENSMUSG00000038538	ENSMUST00000160583	6	1	38410885	38489698	Ubn2	protein_coding
ENSMUSG00000038538	ENSMUST00000039127	6	1	38411108	38479514	Ubn2	protein_coding
ENSMUSG00000038538	ENSMUST00000162593	6	1	38417468	38501726	Ubn2	protein_coding
ENSMUSG00000038538	ENSMUST00000159447	6	1	38467939	38501760	Ubn2	protein_coding
ENSMUSG00000019689	ENSMUST00000019833	6	1	38511758	38516384	Fmc1	protein_coding
ENSMUSG00000029823	ENSMUST00000163047	6	1	38528269	38581975	Luc7l2	protein_coding
ENSMUSG00000029823	ENSMUST00000161538	6	1	38528400	38583302	Luc7l2	protein_coding
ENSMUSG00000029823	ENSMUST00000057692	6	1	38528400	38586405	Luc7l2	protein_coding
ENSMUSG00000029823	ENSMUST00000161227	6	1	38528738	38586362	Luc7l2	protein_coding
ENSMUSG00000071537	ENSMUST00000096030	6	-1	38603595	38614168	Klrg2	protein_coding
ENSMUSG00000071537	ENSMUST00000201345	6	-1	38604196	38614177	Klrg2	protein_coding
ENSMUSG00000079598	ENSMUST00000114874	6	1	38640002	38657800	Clec2l	protein_coding
ENSMUSG00000061436	ENSMUST00000161779	6	-1	38671325	38853099	Hipk2	protein_coding
ENSMUSG00000061436	ENSMUST00000160962	6	-1	38674815	38814159	Hipk2	protein_coding
ENSMUSG00000061436	ENSMUST00000162359	6	-1	38674819	38852857	Hipk2	protein_coding
ENSMUSG00000061436	ENSMUST00000160360	6	-1	38674824	38852905	Hipk2	protein_coding
ENSMUSG00000029925	ENSMUST00000162521	6	1	38852338	38929907	Tbxas1	protein_coding
ENSMUSG00000029925	ENSMUST00000003017	6	1	38895914	39061519	Tbxas1	protein_coding
ENSMUSG00000029925	ENSMUST00000160963	6	1	38918335	38978297	Tbxas1	protein_coding
ENSMUSG00000038507	ENSMUST00000038398	6	-1	39063344	39095283	Parp12	protein_coding
ENSMUSG00000042599	ENSMUST00000002305	6	-1	39113557	39183723	Kdm7a	protein_coding
ENSMUSG00000029924	ENSMUST00000090243	6	-1	39311707	39354609	Slc37a3	protein_coding
ENSMUSG00000029924	ENSMUST00000202400	6	-1	39331911	39354593	Slc37a3	protein_coding
ENSMUSG00000029924	ENSMUST00000202749	6	-1	39334393	39354606	Slc37a3	protein_coding
ENSMUSG00000029924	ENSMUST00000202204	6	-1	39336898	39354581	Slc37a3	protein_coding
ENSMUSG00000029924	ENSMUST00000200771	6	-1	39336923	39354570	Slc37a3	protein_coding
ENSMUSG00000029924	ENSMUST00000200969	6	-1	39336925	39354596	Slc37a3	protein_coding
ENSMUSG00000029924	ENSMUST00000202952	6	-1	39343831	39354591	Slc37a3	protein_coding
ENSMUSG00000029923	ENSMUST00000031986	6	1	39358109	39367314	Rab19	protein_coding
ENSMUSG00000029922	ENSMUST00000114823	6	-1	39374738	39396710	Mkrn1	protein_coding
ENSMUSG00000029922	ENSMUST00000031985	6	-1	39374738	39397396	Mkrn1	protein_coding
ENSMUSG00000029922	ENSMUST00000150575	6	-1	39376077	39381664	Mkrn1	protein_coding
ENSMUSG00000029922	ENSMUST00000122996	6	-1	39377688	39397001	Mkrn1	protein_coding
ENSMUSG00000029922	ENSMUST00000051671	6	-1	39377694	39397292	Mkrn1	protein_coding
ENSMUSG00000029922	ENSMUST00000146785	6	-1	39381745	39396691	Mkrn1	protein_coding
ENSMUSG00000029922	ENSMUST00000114822	6	-1	39382473	39397232	Mkrn1	protein_coding
ENSMUSG00000038456	ENSMUST00000036877	6	-1	39439312	39534801	Dennd2a	protein_coding
ENSMUSG00000038456	ENSMUST00000154149	6	-1	39474071	39534801	Dennd2a	protein_coding
ENSMUSG00000046947	ENSMUST00000140364	6	1	39550807	39565703	Adck2	protein_coding
