ENSMUSG00000055452	ENSMUST00000069044	7	-1	3108535	3111950	Gm7353	protein_coding
ENSMUSG00000083649	ENSMUST00000147835	7	-1	5076547	5077552	Rasl2-9-ps	protein_coding
ENSMUSG00000074402	ENSMUST00000098844	7	-1	5097820	5099103	Vmn1r55	protein_coding
ENSMUSG00000091874	ENSMUST00000169556	7	-1	5146519	5148349	Vmn1r56	protein_coding
ENSMUSG00000091652	ENSMUST00000170780	7	1	5172080	5173012	Vmn1r57	protein_coding
ENSMUSG00000035177	ENSMUST00000045022	7	-1	5250156	5302637	Nlrp2	protein_coding
ENSMUSG00000048398	ENSMUST00000056639	7	1	5302144	5312284	Gm5065	protein_coding
ENSMUSG00000078808	ENSMUST00000108569	7	-1	5360489	5364747	Vmn1r58	protein_coding
ENSMUSG00000078808	ENSMUST00000164239	7	-1	5361928	5362831	Vmn1r58	protein_coding
ENSMUSG00000074401	ENSMUST00000074132	7	-1	5405002	5406440	Vmn1r59	protein_coding
ENSMUSG00000066820	ENSMUST00000086297	7	-1	5432243	5445453	Vmn2r28	protein_coding
ENSMUSG00000090794	ENSMUST00000172111	7	-1	5495799	5496701	Vmn1r60	protein_coding
ENSMUSG00000090794	ENSMUST00000173782	7	-1	5495799	5496731	Vmn1r60	protein_coding
ENSMUSG00000090776	ENSMUST00000164880	7	-1	5562013	5562915	Vmn1r61	protein_coding
ENSMUSG00000092579	ENSMUST00000173956	7	1	5626229	5627985	Vmn1r62	protein_coding
ENSMUSG00000058631	ENSMUST00000075085	7	-1	5753947	5757047	Vmn1r63	protein_coding
ENSMUSG00000092423	ENSMUST00000174116	7	-1	5754331	5755233	Vmn1r63	protein_coding
ENSMUSG00000058399	ENSMUST00000078475	7	-1	5835182	5836144	Vmn1r64	protein_coding
ENSMUSG00000066850	ENSMUST00000086338	7	-1	5959352	5962612	Vmn1r65	protein_coding
ENSMUSG00000064231	ENSMUST00000072050	7	1	5970624	5971070	Gm5321	protein_coding
ENSMUSG00000034690	ENSMUST00000037728	7	1	5996763	6056751	Nlrp4c	protein_coding
ENSMUSG00000034690	ENSMUST00000121583	7	1	5996871	6056286	Nlrp4c	protein_coding
ENSMUSG00000046792	ENSMUST00000094870	7	-1	6083091	6107573	Zfp787	protein_coding
ENSMUSG00000044876	ENSMUST00000128495	7	1	6123828	6135553	Zfp444	protein_coding
ENSMUSG00000044876	ENSMUST00000108567	7	1	6124084	6142024	Zfp444	protein_coding
ENSMUSG00000044876	ENSMUST00000054680	7	1	6124104	6142951	Zfp444	protein_coding
ENSMUSG00000044876	ENSMUST00000108566	7	1	6124115	6142023	Zfp444	protein_coding
ENSMUSG00000044876	ENSMUST00000137450	7	1	6125409	6135425	Zfp444	protein_coding
ENSMUSG00000044876	ENSMUST00000149540	7	1	6125582	6136033	Zfp444	protein_coding
ENSMUSG00000044876	ENSMUST00000108565	7	1	6125637	6141448	Zfp444	protein_coding
ENSMUSG00000044876	ENSMUST00000134933	7	1	6133058	6139760	Zfp444	protein_coding
ENSMUSG00000044876	ENSMUST00000136777	7	1	6135178	6139835	Zfp444	protein_coding
ENSMUSG00000034660	ENSMUST00000037553	7	1	6148692	6167739	Galp	protein_coding
ENSMUSG00000034660	ENSMUST00000168603	7	1	6148692	6167739	Galp	protein_coding
ENSMUSG00000034660	ENSMUST00000130076	7	1	6154403	6162968	Galp	protein_coding
ENSMUSG00000090545	ENSMUST00000165053	7	-1	6169580	6170305	Gm17488	protein_coding
ENSMUSG00000058028	ENSMUST00000072662	7	1	6173880	6191025	Zscan5b	protein_coding
ENSMUSG00000058028	ENSMUST00000155314	7	1	6173897	6183006	Zscan5b	protein_coding
ENSMUSG00000058028	ENSMUST00000165445	7	1	6181660	6190866	Zscan5b	protein_coding
ENSMUSG00000053367	ENSMUST00000121024	7	1	6204312	6233461	Gm6792	protein_coding
ENSMUSG00000053367	ENSMUST00000072947	7	1	6204410	6233097	Gm6792	protein_coding
ENSMUSG00000053367	ENSMUST00000128903	7	1	6210215	6233668	Gm6792	protein_coding
ENSMUSG00000053367	ENSMUST00000155248	7	1	6212138	6233461	Gm6792	protein_coding
ENSMUSG00000054893	ENSMUST00000086327	7	1	6238181	6259485	Zfp667	protein_coding
ENSMUSG00000054893	ENSMUST00000153840	7	1	6238195	6252561	Zfp667	protein_coding
ENSMUSG00000054893	ENSMUST00000170776	7	1	6238216	6259464	Zfp667	protein_coding
ENSMUSG00000054893	ENSMUST00000108562	7	1	6239470	6259284	Zfp667	protein_coding
ENSMUSG00000054893	ENSMUST00000147784	7	1	6242136	6246218	Zfp667	protein_coding
ENSMUSG00000054893	ENSMUST00000108561	7	1	6256297	6257766	Zfp667	protein_coding
ENSMUSG00000030443	ENSMUST00000062765	7	-1	6267262	6282887	Zfp583	protein_coding
ENSMUSG00000030443	ENSMUST00000108560	7	-1	6267878	6282036	Zfp583	protein_coding
ENSMUSG00000030443	ENSMUST00000165705	7	-1	6267907	6280865	Zfp583	protein_coding
ENSMUSG00000030443	ENSMUST00000086324	7	-1	6268060	6268977	Zfp583	protein_coding
ENSMUSG00000030443	ENSMUST00000123868	7	-1	6269231	6282852	Zfp583	protein_coding
ENSMUSG00000030443	ENSMUST00000135435	7	-1	6274798	6282806	Zfp583	protein_coding
ENSMUSG00000030443	ENSMUST00000127658	7	-1	6275252	6282880	Zfp583	protein_coding
ENSMUSG00000055150	ENSMUST00000036994	7	1	6324068	6332201	Zfp78	protein_coding
ENSMUSG00000055150	ENSMUST00000086323	7	1	6324071	6332201	Zfp78	protein_coding
ENSMUSG00000055150	ENSMUST00000108559	7	1	6324071	6332201	Zfp78	protein_coding
ENSMUSG00000062861	ENSMUST00000081022	7	1	6336080	6347755	Zfp28	protein_coding
ENSMUSG00000062861	ENSMUST00000163432	7	1	6336104	6347755	Zfp28	protein_coding
ENSMUSG00000093536	ENSMUST00000161855	7	1	6351425	6382161	AC188461.4	protein_coding
ENSMUSG00000093536	ENSMUST00000159318	7	1	6351458	6361253	AC188461.4	protein_coding
ENSMUSG00000045929	ENSMUST00000054781	7	1	6362987	6394402	Gm16532	protein_coding
ENSMUSG00000093536	ENSMUST00000160218	7	1	6367886	6384804	AC188461.4	protein_coding
ENSMUSG00000090824	ENSMUST00000168341	7	1	6392547	6393607	Olfr1344	protein_coding
ENSMUSG00000048620	ENSMUST00000056120	7	1	6413222	6414166	Olfr1336	protein_coding
ENSMUSG00000054938	ENSMUST00000056144	7	1	6426799	6427864	Olfr1346	protein_coding
ENSMUSG00000066844	ENSMUST00000086319	7	-1	6432927	6433883	Olfr5	protein_coding
ENSMUSG00000034583	ENSMUST00000036357	7	-1	6440624	6441587	Olfr1347	protein_coding
ENSMUSG00000066843	ENSMUST00000086318	7	-1	6453997	6455036	Olfr1348	protein_coding
ENSMUSG00000048067	ENSMUST00000051982	7	-1	6467107	6468160	Olfr1349	protein_coding
ENSMUSG00000056696	ENSMUST00000070985	7	1	6522704	6523630	Olfr1350	protein_coding
ENSMUSG00000002266	ENSMUST00000002336	7	-1	6628154	6649161	Zim1	protein_coding
ENSMUSG00000002266	ENSMUST00000122432	7	-1	6628718	6641522	Zim1	protein_coding
ENSMUSG00000002265	ENSMUST00000051209	7	-1	6656603	6683132	Peg3	protein_coding
ENSMUSG00000002265	ENSMUST00000086313	7	-1	6660951	6683130	Peg3	protein_coding
ENSMUSG00000002265	ENSMUST00000150182	7	-1	6662106	6683130	Peg3	protein_coding
ENSMUSG00000002265	ENSMUST00000143703	7	-1	6664407	6675926	Peg3	protein_coding
ENSMUSG00000002265	ENSMUST00000155910	7	-1	6674644	6683130	Peg3	protein_coding
ENSMUSG00000051527	ENSMUST00000054055	7	1	6913871	6916480	Usp29	protein_coding
ENSMUSG00000070837	ENSMUST00000086248	7	1	6948154	6955656	Aurkc	protein_coding
ENSMUSG00000062116	ENSMUST00000056246	7	-1	7067401	7074156	Zfp954	protein_coding
ENSMUSG00000062116	ENSMUST00000068974	7	-1	7067404	7074163	Zfp954	protein_coding
ENSMUSG00000063535	ENSMUST00000032622	7	-1	7083389	7089466	Zfp773	protein_coding
ENSMUSG00000034538	ENSMUST00000051435	7	1	7124041	7136273	Zfp418	protein_coding
ENSMUSG00000066838	ENSMUST00000074455	7	-1	7154833	7162506	Zfp772	protein_coding
ENSMUSG00000074394	ENSMUST00000170922	7	-1	7184038	7200039	Vmn2r29	protein_coding
ENSMUSG00000074394	ENSMUST00000095611	7	-1	7186946	7200039	Vmn2r29	protein_coding
ENSMUSG00000000605	ENSMUST00000000619	7	-1	7235027	7252222	Clcn4-2	protein_coding
ENSMUSG00000000605	ENSMUST00000007436	7	-1	7236791	7251517	Clcn4-2	protein_coding
ENSMUSG00000000605	ENSMUST00000163933	7	-1	7236813	7251471	Clcn4-2	protein_coding
ENSMUSG00000070847	ENSMUST00000174368	7	-1	7264434	7290242	Vmn2r30	protein_coding
ENSMUSG00000070847	ENSMUST00000072475	7	-1	7264985	7290204	Vmn2r30	protein_coding
ENSMUSG00000071459	ENSMUST00000075108	7	-1	7336696	7352338	Vmn2r31	protein_coding
ENSMUSG00000070849	ENSMUST00000094866	7	-1	7416680	7432684	Vmn2r32	protein_coding
ENSMUSG00000090895	ENSMUST00000165921	7	-1	7503678	7519497	Vmn2r33	protein_coding
ENSMUSG00000070841	ENSMUST00000173459	7	-1	7623598	7642224	Vmn2r34	protein_coding
ENSMUSG00000070841	ENSMUST00000076515	7	-1	7623988	7642224	Vmn2r34	protein_coding
ENSMUSG00000090518	ENSMUST00000169683	7	-1	7738862	7772578	Vmn2r35	protein_coding
ENSMUSG00000091651	ENSMUST00000170402	7	-1	7829362	7855173	Vmn2r36	protein_coding
ENSMUSG00000070848	ENSMUST00000094864	7	1	8246140	8271350	Gm10302	protein_coding
ENSMUSG00000070848	ENSMUST00000174433	7	1	8246221	8271740	Gm10302	protein_coding
ENSMUSG00000091600	ENSMUST00000169206	7	1	8557272	8583082	Gm3991	protein_coding
ENSMUSG00000066828	ENSMUST00000072787	7	1	8954257	8972360	Vmn2r37	protein_coding
ENSMUSG00000078806	ENSMUST00000108554	7	1	9079916	9103001	Vmn2r38	protein_coding
ENSMUSG00000066836	ENSMUST00000174388	7	1	9147043	9163091	Vmn2r39	protein_coding
ENSMUSG00000066836	ENSMUST00000074943	7	1	9147119	9163358	Vmn2r39	protein_coding
ENSMUSG00000090864	ENSMUST00000171942	7	1	9246337	9270668	Vmn2r40	protein_coding
ENSMUSG00000090662	ENSMUST00000164845	7	1	9638195	9656745	Vmn2r45	protein_coding
ENSMUSG00000091178	ENSMUST00000166499	7	1	9744080	9759858	Vmn2r44	protein_coding
ENSMUSG00000053720	ENSMUST00000066317	7	1	9866727	9882979	Vmn2r43	protein_coding
ENSMUSG00000070844	ENSMUST00000086282	7	1	9927007	9944065	Vmn2r42	protein_coding
ENSMUSG00000070844	ENSMUST00000146278	7	1	9927008	9943679	Vmn2r42	protein_coding
ENSMUSG00000070844	ENSMUST00000142934	7	1	9927085	9943674	Vmn2r42	protein_coding
ENSMUSG00000070844	ENSMUST00000129936	7	1	9932395	9939809	Vmn2r42	protein_coding
ENSMUSG00000070844	ENSMUST00000136957	7	1	9934487	9940155	Vmn2r42	protein_coding
ENSMUSG00000090892	ENSMUST00000168807	7	1	9965676	9990380	Vmn2r41	protein_coding
ENSMUSG00000093718	ENSMUST00000176941	7	1	10162947	10170345	RP23-322O24.4	protein_coding
ENSMUSG00000090342	ENSMUST00000171523	7	-1	10339985	10355920	Vmn2r46	protein_coding
ENSMUSG00000091545	ENSMUST00000170131	7	-1	10402131	10426674	Vmn2r47	protein_coding
ENSMUSG00000091544	ENSMUST00000163357	7	-1	10503601	10538925	Vmn2r48	protein_coding
ENSMUSG00000091544	ENSMUST00000165611	7	-1	10512973	10538934	Vmn2r48	protein_coding
ENSMUSG00000078802	ENSMUST00000108550	7	-1	10561594	10577488	Vmn2r49	protein_coding
ENSMUSG00000061026	ENSMUST00000086298	7	-1	10622584	10638527	Vmn2r50	protein_coding
ENSMUSG00000058685	ENSMUST00000094863	7	-1	10672547	10691008	Vmn2r51	protein_coding
ENSMUSG00000091930	ENSMUST00000164918	7	-1	10744001	10761635	Vmn2r52	protein_coding
ENSMUSG00000043066	ENSMUST00000060374	7	-1	10859177	10860700	Vmn1r66	protein_coding
ENSMUSG00000034122	ENSMUST00000086269	7	-1	10944250	10974284	Nlrp4d	protein_coding
ENSMUSG00000046716	ENSMUST00000055964	7	1	11032138	11033136	Vmn1r67	protein_coding
ENSMUSG00000030393	ENSMUST00000032551	7	-1	11072578	11080743	Zik1	protein_coding
ENSMUSG00000047031	ENSMUST00000058362	7	-1	11112559	11113518	Vmn1r68	protein_coding
ENSMUSG00000091662	ENSMUST00000163658	7	-1	11165105	11166836	Vmn1r69	protein_coding
ENSMUSG00000091662	ENSMUST00000176284	7	-1	11166038	11198925	Vmn1r69	protein_coding
ENSMUSG00000091662	ENSMUST00000176707	7	-1	11166038	11198925	Vmn1r69	protein_coding
ENSMUSG00000045340	ENSMUST00000055847	7	1	11218936	11219832	Vmn1r70	protein_coding
ENSMUSG00000091026	ENSMUST00000171969	7	-1	11241631	11242323	Gm6900	protein_coding
ENSMUSG00000034087	ENSMUST00000047809	7	1	11273142	11315507	Nlrp4b	protein_coding
ENSMUSG00000034087	ENSMUST00000117413	7	1	11273170	11315517	Nlrp4b	protein_coding
ENSMUSG00000034087	ENSMUST00000132990	7	1	11300322	11312484	Nlrp4b	protein_coding
ENSMUSG00000059206	ENSMUST00000079113	7	-1	11332851	11334887	Vmn1r71	protein_coding
ENSMUSG00000091643	ENSMUST00000168158	7	-1	11486098	11490399	Zscan4b	protein_coding
ENSMUSG00000078801	ENSMUST00000108547	7	1	11494168	11494649	Gm10991	protein_coding
ENSMUSG00000054272	ENSMUST00000131379	7	1	11591071	11595896	Zscan4c	protein_coding
ENSMUSG00000054272	ENSMUST00000067210	7	1	11591094	11595896	Zscan4c	protein_coding
ENSMUSG00000090714	ENSMUST00000165848	7	-1	11746992	11751497	Zscan4d	protein_coding
ENSMUSG00000091880	ENSMUST00000166753	7	-1	11891727	11896031	Zscan4e	protein_coding
ENSMUSG00000070828	ENSMUST00000145237	7	1	11983264	11987667	Zscan4f	protein_coding
ENSMUSG00000070828	ENSMUST00000141491	7	1	11983283	11984328	Zscan4f	protein_coding
ENSMUSG00000070828	ENSMUST00000091440	7	1	11983287	11988090	Zscan4f	protein_coding
ENSMUSG00000070826	ENSMUST00000094850	7	1	12099659	12104460	Zscan4-ps2	protein_coding
ENSMUSG00000070824	ENSMUST00000053134	7	-1	12254948	12255868	Vmn1r72	protein_coding
ENSMUSG00000051687	ENSMUST00000055070	7	1	12341606	12342517	Vmn1r73	protein_coding
ENSMUSG00000047655	ENSMUST00000050416	7	1	12432124	12433038	Vmn1r74	protein_coding
ENSMUSG00000043308	ENSMUST00000057229	7	1	12465692	12466609	Vmn1r75	protein_coding
ENSMUSG00000045713	ENSMUST00000058772	7	-1	12515660	12516634	Vmn1r76	protein_coding
ENSMUSG00000091201	ENSMUST00000164446	7	1	12626648	12627568	Vmn1r77	protein_coding
ENSMUSG00000061602	ENSMUST00000078039	7	1	12737813	12738754	Vmn1r78	protein_coding
ENSMUSG00000046443	ENSMUST00000062811	7	1	12761542	12762462	Vmn1r79	protein_coding
ENSMUSG00000057161	ENSMUST00000075053	7	1	12778314	12779240	Vmn1r80	protein_coding
ENSMUSG00000066805	ENSMUST00000086232	7	-1	12845108	12846028	Vmn1r81	protein_coding
ENSMUSG00000058132	ENSMUST00000072801	7	1	12890154	12891068	Vmn1r82	protein_coding
ENSMUSG00000066804	ENSMUST00000086229	7	-1	12906529	12907524	Vmn1r83	protein_coding
ENSMUSG00000066803	ENSMUST00000086228	7	-1	12947157	12948113	Vmn1r84	protein_coding
ENSMUSG00000034071	ENSMUST00000080348	7	-1	13000502	13008100	Zfp551	protein_coding
ENSMUSG00000034071	ENSMUST00000120220	7	-1	13002298	13007837	Zfp551	protein_coding
ENSMUSG00000034071	ENSMUST00000123877	7	-1	13002451	13007788	Zfp551	protein_coding
ENSMUSG00000030386	ENSMUST00000098822	7	1	13063642	13081584	Zfp606	protein_coding
ENSMUSG00000030386	ENSMUST00000123589	7	1	13063654	13069250	Zfp606	protein_coding
ENSMUSG00000030386	ENSMUST00000151933	7	1	13063712	13080911	Zfp606	protein_coding
ENSMUSG00000030386	ENSMUST00000133515	7	1	13074862	13080902	Zfp606	protein_coding
ENSMUSG00000030386	ENSMUST00000168571	7	1	13074907	13079341	Zfp606	protein_coding
ENSMUSG00000030385	ENSMUST00000032541	7	1	13097866	13141672	2900092C05Rik	protein_coding
ENSMUSG00000091797	ENSMUST00000170412	7	-1	13166819	13191893	Vmn2r53	protein_coding
ENSMUSG00000053088	ENSMUST00000086210	7	-1	13200582	13221483	Vmn2r54	protein_coding
ENSMUSG00000091045	ENSMUST00000172743	7	-1	13237055	13270340	Vmn2r55	protein_coding
ENSMUSG00000091045	ENSMUST00000167771	7	-1	13250812	13270340	Vmn2r55	protein_coding
ENSMUSG00000090762	ENSMUST00000163852	7	-1	13279347	13318454	Vmn2r56	protein_coding
ENSMUSG00000070822	ENSMUST00000046245	7	-1	13353441	13361007	Zscan18	protein_coding
ENSMUSG00000057894	ENSMUST00000108546	7	-1	13390326	13404203	Zfp329	protein_coding
ENSMUSG00000057894	ENSMUST00000072222	7	-1	13390331	13404207	Zfp329	protein_coding
ENSMUSG00000057894	ENSMUST00000129647	7	-1	13391422	13393424	Zfp329	protein_coding
ENSMUSG00000057894	ENSMUST00000165146	7	-1	13391446	13397025	Zfp329	protein_coding
ENSMUSG00000057894	ENSMUST00000121215	7	-1	13391446	13404201	Zfp329	protein_coding
ENSMUSG00000058638	ENSMUST00000004614	7	1	13420110	13435926	Zfp110	protein_coding
ENSMUSG00000058638	ENSMUST00000154011	7	1	13420165	13421443	Zfp110	protein_coding
ENSMUSG00000058638	ENSMUST00000148041	7	1	13420386	13422035	Zfp110	protein_coding
ENSMUSG00000058638	ENSMUST00000168247	7	1	13420832	13435274	Zfp110	protein_coding
ENSMUSG00000058638	ENSMUST00000137718	7	1	13421640	13430254	Zfp110	protein_coding
ENSMUSG00000060397	ENSMUST00000081891	7	1	13466526	13477190	Zfp128	protein_coding
ENSMUSG00000060397	ENSMUST00000144578	7	1	13466526	13478771	Zfp128	protein_coding
ENSMUSG00000054715	ENSMUST00000055528	7	1	13483164	13493588	Zscan22	protein_coding
ENSMUSG00000054715	ENSMUST00000117189	7	1	13483185	13494432	Zscan22	protein_coding
ENSMUSG00000054715	ENSMUST00000120809	7	1	13483190	13492886	Zscan22	protein_coding
ENSMUSG00000054715	ENSMUST00000119989	7	1	13483216	13493591	Zscan22	protein_coding
ENSMUSG00000012848	ENSMUST00000108539	7	1	13507639	13512034	Rps5	protein_coding
ENSMUSG00000012848	ENSMUST00000004554	7	1	13507639	13512035	Rps5	protein_coding
ENSMUSG00000012848	ENSMUST00000147435	7	1	13507667	13511843	Rps5	protein_coding
ENSMUSG00000012848	ENSMUST00000139349	7	1	13507680	13511569	Rps5	protein_coding
ENSMUSG00000012848	ENSMUST00000131795	7	1	13507685	13508713	Rps5	protein_coding
ENSMUSG00000012848	ENSMUST00000137329	7	1	13507786	13511843	Rps5	protein_coding
ENSMUSG00000012848	ENSMUST00000127669	7	1	13511387	13512033	Rps5	protein_coding
ENSMUSG00000033967	ENSMUST00000045870	7	1	13512765	13516421	2310014L17Rik	protein_coding
ENSMUSG00000004500	ENSMUST00000038701	7	1	13551187	13559171	Zfp324	protein_coding
ENSMUSG00000004500	ENSMUST00000124387	7	1	13551194	13559585	Zfp324	protein_coding
ENSMUSG00000004500	ENSMUST00000128293	7	1	13551216	13559148	Zfp324	protein_coding
ENSMUSG00000033961	ENSMUST00000108538	7	1	13563197	13568323	Zfp446	protein_coding
ENSMUSG00000033961	ENSMUST00000108535	7	1	13563197	13568745	Zfp446	protein_coding
ENSMUSG00000033961	ENSMUST00000108537	7	1	13563197	13568745	Zfp446	protein_coding
ENSMUSG00000033961	ENSMUST00000045810	7	1	13563197	13569658	Zfp446	protein_coding
ENSMUSG00000033961	ENSMUST00000147996	7	1	13563242	13566812	Zfp446	protein_coding
ENSMUSG00000033961	ENSMUST00000108536	7	1	13563587	13569664	Zfp446	protein_coding
ENSMUSG00000033961	ENSMUST00000128427	7	1	13564869	13569689	Zfp446	protein_coding
ENSMUSG00000030382	ENSMUST00000129268	7	-1	13573695	13574463	Slc27a5	protein_coding
ENSMUSG00000030382	ENSMUST00000032539	7	-1	13573695	13583499	Slc27a5	protein_coding
ENSMUSG00000030382	ENSMUST00000120903	7	-1	13573701	13583541	Slc27a5	protein_coding
ENSMUSG00000030382	ENSMUST00000155192	7	-1	13578664	13581897	Slc27a5	protein_coding
ENSMUSG00000030382	ENSMUST00000133977	7	-1	13578664	13583026	Slc27a5	protein_coding
ENSMUSG00000049600	ENSMUST00000172240	7	-1	13590285	13595171	Zbtb45	protein_coding
ENSMUSG00000049600	ENSMUST00000051390	7	-1	13591016	13595149	Zbtb45	protein_coding
ENSMUSG00000005566	ENSMUST00000005705	7	1	13609501	13616384	Trim28	protein_coding
ENSMUSG00000005566	ENSMUST00000142421	7	1	13612966	13614473	Trim28	protein_coding
ENSMUSG00000005566	ENSMUST00000148354	7	1	13613178	13613851	Trim28	protein_coding
ENSMUSG00000005566	ENSMUST00000128951	7	1	13613370	13614948	Trim28	protein_coding
ENSMUSG00000005566	ENSMUST00000123603	7	1	13613754	13614714	Trim28	protein_coding
ENSMUSG00000005566	ENSMUST00000149061	7	1	13614229	13615275	Trim28	protein_coding
ENSMUSG00000005566	ENSMUST00000125136	7	1	13614440	13615344	Trim28	protein_coding
ENSMUSG00000005566	ENSMUST00000129122	7	1	13615053	13615696	Trim28	protein_coding
ENSMUSG00000005566	ENSMUST00000123778	7	1	13615721	13616381	Trim28	protein_coding
ENSMUSG00000033916	ENSMUST00000005711	7	-1	13617355	13620126	Chmp2a	protein_coding
ENSMUSG00000005575	ENSMUST00000005714	7	-1	13620587	13623622	Ube2m	protein_coding
ENSMUSG00000005575	ENSMUST00000165394	7	-1	13620588	13623619	Ube2m	protein_coding
ENSMUSG00000005575	ENSMUST00000131837	7	-1	13620608	13622996	Ube2m	protein_coding
ENSMUSG00000005575	ENSMUST00000125964	7	-1	13620678	13622976	Ube2m	protein_coding
ENSMUSG00000005575	ENSMUST00000123541	7	-1	13620937	13621997	Ube2m	protein_coding
ENSMUSG00000005575	ENSMUST00000138357	7	-1	13621325	13623095	Ube2m	protein_coding
ENSMUSG00000005575	ENSMUST00000156389	7	-1	13621791	13623622	Ube2m	protein_coding
ENSMUSG00000005575	ENSMUST00000126827	7	-1	13621915	13622870	Ube2m	protein_coding
ENSMUSG00000030380	ENSMUST00000069289	7	-1	13627652	13640113	Mzf1	protein_coding
ENSMUSG00000030380	ENSMUST00000005709	7	-1	13628518	13639863	Mzf1	protein_coding
ENSMUSG00000070817	ENSMUST00000094829	7	-1	13669638	13670564	Vmn1r85	protein_coding
ENSMUSG00000070816	ENSMUST00000094828	7	-1	13687346	13688296	Vmn1r86	protein_coding
ENSMUSG00000070815	ENSMUST00000094827	7	-1	13716820	13717707	Vmn1r87	protein_coding
ENSMUSG00000090814	ENSMUST00000171783	7	1	13763068	13764018	Vmn1r88	protein_coding
ENSMUSG00000050453	ENSMUST00000053008	7	1	13804688	13805638	Vmn1r89	protein_coding
ENSMUSG00000070814	ENSMUST00000119139	7	-1	13844316	13863493	6330408A02Rik	protein_coding
ENSMUSG00000070814	ENSMUST00000119558	7	-1	13844316	13864032	6330408A02Rik	protein_coding
ENSMUSG00000070814	ENSMUST00000108532	7	-1	13844317	13864070	6330408A02Rik	protein_coding
ENSMUSG00000070814	ENSMUST00000135898	7	-1	13851076	13864070	6330408A02Rik	protein_coding
ENSMUSG00000070814	ENSMUST00000140530	7	-1	13858597	13864019	6330408A02Rik	protein_coding
ENSMUSG00000070814	ENSMUST00000137574	7	-1	13858706	13863771	6330408A02Rik	protein_coding
ENSMUSG00000070814	ENSMUST00000144470	7	-1	13862629	13864011	6330408A02Rik	protein_coding
ENSMUSG00000056394	ENSMUST00000148471	7	1	13862632	13891273	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000156525	7	1	13864165	13891273	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000098814	7	1	13864175	13896774	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000146998	7	1	13864184	13876866	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000123846	7	1	13864614	13891273	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000165964	7	1	13864614	13896774	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000123025	7	1	13865495	13876593	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000147735	7	1	13865495	13891273	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000138453	7	1	13888161	13891360	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000125324	7	1	13891275	13896782	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000137308	7	1	13891275	13896782	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000142986	7	1	13891275	13896782	Lig1	protein_coding
ENSMUSG00000056394	ENSMUST00000144855	7	1	13891275	13896782	Lig1	protein_coding
