ENSMUSG00000078222	ENSMUST00000105020	X	-1	3241670	3243629	Gm14346	protein_coding
ENSMUSG00000031174	ENSMUST00000124744	X	-1	9784127	9793859	Rpgr	protein_coding
ENSMUSG00000031174	ENSMUST00000143532	X	-1	9790674	9793608	Rpgr	protein_coding
ENSMUSG00000031173	ENSMUST00000049910	X	1	9829431	9898150	Otc	protein_coding
ENSMUSG00000031173	ENSMUST00000115528	X	1	9829493	9893990	Otc	protein_coding
ENSMUSG00000058254	ENSMUST00000076354	X	1	10062284	10173731	Tspan7	protein_coding
ENSMUSG00000058254	ENSMUST00000115526	X	1	10062284	10173731	Tspan7	protein_coding
ENSMUSG00000058254	ENSMUST00000149982	X	1	10062284	10173731	Tspan7	protein_coding
ENSMUSG00000008035	ENSMUST00000125623	X	1	10292139	10293574	Mid1ip1	protein_coding
ENSMUSG00000008035	ENSMUST00000144356	X	1	10292145	10295510	Mid1ip1	protein_coding
ENSMUSG00000008035	ENSMUST00000008179	X	1	10294516	10296816	Mid1ip1	protein_coding
ENSMUSG00000008035	ENSMUST00000115524	X	1	10294516	10296816	Mid1ip1	protein_coding
ENSMUSG00000008035	ENSMUST00000156321	X	1	10294594	10295510	Mid1ip1	protein_coding
ENSMUSG00000091702	ENSMUST00000164165	X	1	10876352	10876876	Gm14483	protein_coding
ENSMUSG00000091130	ENSMUST00000171729	X	1	10879520	10880044	Gm14474	protein_coding
ENSMUSG00000091167	ENSMUST00000096501	X	1	10882717	10883216	Gm14477	protein_coding
ENSMUSG00000090720	ENSMUST00000164398	X	1	10885886	10886385	Gm14476	protein_coding
ENSMUSG00000092068	ENSMUST00000164729	X	1	10889022	10889546	Gm14484	protein_coding
ENSMUSG00000090976	ENSMUST00000170569	X	1	10892220	10892719	Gm14479	protein_coding
ENSMUSG00000090875	ENSMUST00000169484	X	1	10895387	10895886	Gm14482	protein_coding
ENSMUSG00000090391	ENSMUST00000169046	X	1	10898554	10899053	Gm14478	protein_coding
ENSMUSG00000091372	ENSMUST00000169690	X	1	10901721	10902220	Gm14475	protein_coding
ENSMUSG00000069038	ENSMUST00000091180	X	1	10904948	10905277	Gm4906	protein_coding
ENSMUSG00000040363	ENSMUST00000065143	X	-1	11613866	11657679	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000115512	X	-1	11613866	11657679	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000115513	X	-1	11613866	11657679	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000124033	X	-1	11613866	11657679	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000043441	X	-1	11613869	11737481	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000145872	X	-1	11636107	11705526	Bcor	protein_coding
ENSMUSG00000040363	ENSMUST00000123004	X	-1	11636197	11705476	Bcor	protein_coding
ENSMUSG00000031007	ENSMUST00000137277	X	1	12164927	12173707	Atp6ap2	protein_coding
ENSMUSG00000031007	ENSMUST00000033313	X	1	12164927	12194175	Atp6ap2	protein_coding
ENSMUSG00000044148	ENSMUST00000060108	X	-1	12232005	12250794	1810030O07Rik	protein_coding
ENSMUSG00000064127	ENSMUST00000096495	X	-1	12252495	12339199	Med14	protein_coding
ENSMUSG00000064127	ENSMUST00000115481	X	-1	12256161	12293284	Med14	protein_coding
ENSMUSG00000064127	ENSMUST00000124053	X	-1	12256875	12339199	Med14	protein_coding
ENSMUSG00000064127	ENSMUST00000124070	X	-1	12283499	12291101	Med14	protein_coding
ENSMUSG00000064127	ENSMUST00000076016	X	-1	12286255	12339199	Med14	protein_coding
ENSMUSG00000064127	ENSMUST00000071680	X	-1	12320677	12339099	Med14	protein_coding
ENSMUSG00000031010	ENSMUST00000169594	X	1	12648624	12700575	Usp9x	protein_coding
ENSMUSG00000031010	ENSMUST00000139764	X	1	12648640	12699287	Usp9x	protein_coding
ENSMUSG00000031010	ENSMUST00000089302	X	1	12648640	12750454	Usp9x	protein_coding
ENSMUSG00000031010	ENSMUST00000115466	X	1	12648663	12759008	Usp9x	protein_coding
ENSMUSG00000031010	ENSMUST00000149021	X	1	12690810	12700359	Usp9x	protein_coding
ENSMUSG00000031010	ENSMUST00000174762	X	1	12706186	12709696	Usp9x	protein_coding
ENSMUSG00000031010	ENSMUST00000124097	X	1	12706453	12710908	Usp9x	protein_coding
ENSMUSG00000031010	ENSMUST00000133997	X	1	12737983	12747024	Usp9x	protein_coding
ENSMUSG00000000787	ENSMUST00000000804	X	1	12858096	12871178	Ddx3x	protein_coding
ENSMUSG00000000787	ENSMUST00000153851	X	1	12858148	12869148	Ddx3x	protein_coding
ENSMUSG00000000787	ENSMUST00000153611	X	1	12858158	12864998	Ddx3x	protein_coding
ENSMUSG00000000787	ENSMUST00000123096	X	1	12864410	12865978	Ddx3x	protein_coding
ENSMUSG00000000787	ENSMUST00000149639	X	1	12864911	12867041	Ddx3x	protein_coding
ENSMUSG00000051228	ENSMUST00000050434	X	1	13043236	13066439	Nyx	protein_coding
ENSMUSG00000031012	ENSMUST00000156096	X	-1	13094206	13363156	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000115436	X	-1	13094206	13423667	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000116623	X	-1	13094206	13423667	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000115438	X	-1	13094206	13423704	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000115440	X	-1	13098388	13423366	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000033321	X	-1	13098457	13423682	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000115435	X	-1	13098908	13103894	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000128095	X	-1	13099206	13114795	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000139735	X	-1	13110466	13136457	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000152358	X	-1	13131710	13423704	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000115431	X	-1	13131747	13423682	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000128012	X	-1	13148229	13254720	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000124710	X	-1	13203406	13423214	Cask	protein_coding
ENSMUSG00000040229	ENSMUST00000041708	X	1	13209215	13217982	Gpr34	protein_coding
ENSMUSG00000040229	ENSMUST00000096492	X	1	13209895	13217984	Gpr34	protein_coding
ENSMUSG00000047678	ENSMUST00000053659	X	1	13238489	13244559	Gpr82	protein_coding
ENSMUSG00000031012	ENSMUST00000132240	X	-1	13291857	13428493	Cask	protein_coding
ENSMUSG00000031012	ENSMUST00000155989	X	-1	13423216	13423861	Cask	protein_coding
ENSMUSG00000061065	ENSMUST00000079952	X	1	13788274	13788782	Gm5382	protein_coding
ENSMUSG00000023257	ENSMUST00000115422	X	1	16099995	16100815	Cypt1	protein_coding
ENSMUSG00000023257	ENSMUST00000024026	X	1	16099998	16100814	Cypt1	protein_coding
ENSMUSG00000025037	ENSMUST00000026013	X	1	16196824	16264944	Maoa	protein_coding
ENSMUSG00000040147	ENSMUST00000040820	X	-1	16286408	16394492	Maob	protein_coding
ENSMUSG00000040147	ENSMUST00000168613	X	-1	16287165	16394401	Maob	protein_coding
ENSMUSG00000040147	ENSMUST00000163344	X	-1	16295382	16394401	Maob	protein_coding
ENSMUSG00000040147	ENSMUST00000173143	X	-1	16317256	16394446	Maob	protein_coding
ENSMUSG00000040138	ENSMUST00000040134	X	-1	16462647	16488900	Ndp	protein_coding
ENSMUSG00000025038	ENSMUST00000026014	X	-1	16709175	16896494	Efhc2	protein_coding
ENSMUSG00000025040	ENSMUST00000026016	X	-1	17133690	17149451	Fundc1	protein_coding
ENSMUSG00000025040	ENSMUST00000177213	X	-1	17134650	17148767	Fundc1	protein_coding
ENSMUSG00000025040	ENSMUST00000127690	X	-1	17135024	17148750	Fundc1	protein_coding
ENSMUSG00000025040	ENSMUST00000176638	X	-1	17135024	17149379	Fundc1	protein_coding
ENSMUSG00000025040	ENSMUST00000142638	X	-1	17135042	17149133	Fundc1	protein_coding
ENSMUSG00000025043	ENSMUST00000026018	X	1	17722996	17723816	Dusp21	protein_coding
ENSMUSG00000037369	ENSMUST00000044484	X	1	17739701	17857062	Kdm6a	protein_coding
ENSMUSG00000037369	ENSMUST00000052368	X	1	17739701	17857062	Kdm6a	protein_coding
ENSMUSG00000037369	ENSMUST00000130978	X	1	17739774	17836094	Kdm6a	protein_coding
ENSMUSG00000037369	ENSMUST00000167372	X	1	17739793	17856478	Kdm6a	protein_coding
ENSMUSG00000037369	ENSMUST00000155161	X	1	17851638	17855386	Kdm6a	protein_coding
ENSMUSG00000037358	ENSMUST00000147039	X	-1	17992007	18038523	4930578C19Rik	protein_coding
ENSMUSG00000037358	ENSMUST00000172372	X	-1	17992007	18038523	4930578C19Rik	protein_coding
ENSMUSG00000037358	ENSMUST00000044188	X	-1	17995553	18038497	4930578C19Rik	protein_coding
ENSMUSG00000068149	ENSMUST00000089246	X	-1	19056546	19058445	BC049702	protein_coding
ENSMUSG00000037347	ENSMUST00000044138	X	1	19636686	19674647	Chst7	protein_coding
ENSMUSG00000037341	ENSMUST00000072451	X	-1	19682881	19868933	Slc9a7	protein_coding
ENSMUSG00000037341	ENSMUST00000151845	X	-1	19697203	19868912	Slc9a7	protein_coding
ENSMUSG00000037341	ENSMUST00000115393	X	-1	19729578	19868896	Slc9a7	protein_coding
ENSMUSG00000037341	ENSMUST00000130938	X	-1	19741642	19868933	Slc9a7	protein_coding
ENSMUSG00000060090	ENSMUST00000033372	X	1	19941607	19977979	Rp2h	protein_coding
ENSMUSG00000060090	ENSMUST00000115391	X	1	19941607	19977983	Rp2h	protein_coding
ENSMUSG00000060090	ENSMUST00000115387	X	1	19941685	19977979	Rp2h	protein_coding
ENSMUSG00000060090	ENSMUST00000067979	X	1	19941692	19974529	Rp2h	protein_coding
ENSMUSG00000060090	ENSMUST00000169495	X	1	19941692	19982383	Rp2h	protein_coding
ENSMUSG00000060090	ENSMUST00000134349	X	1	19941701	19982779	Rp2h	protein_coding
ENSMUSG00000060090	ENSMUST00000133619	X	1	19941745	19982756	Rp2h	protein_coding
ENSMUSG00000037315	ENSMUST00000115384	X	1	20002814	20097065	Phf16	protein_coding
ENSMUSG00000037315	ENSMUST00000136093	X	1	20002914	20071712	Phf16	protein_coding
ENSMUSG00000037315	ENSMUST00000043693	X	1	20037653	20095022	Phf16	protein_coding
ENSMUSG00000023070	ENSMUST00000023832	X	1	20126913	20139215	Rgn	protein_coding
ENSMUSG00000031059	ENSMUST00000116621	X	-1	20192452	20194745	Ndufb11	protein_coding
ENSMUSG00000031060	ENSMUST00000115375	X	1	20194629	20228014	Rbm10	protein_coding
ENSMUSG00000031060	ENSMUST00000115374	X	1	20194748	20228027	Rbm10	protein_coding
ENSMUSG00000031060	ENSMUST00000084383	X	1	20194909	20228027	Rbm10	protein_coding
ENSMUSG00000031060	ENSMUST00000141128	X	1	20194911	20226322	Rbm10	protein_coding
ENSMUSG00000031060	ENSMUST00000064911	X	1	20197224	20227810	Rbm10	protein_coding
ENSMUSG00000031060	ENSMUST00000082089	X	1	20212606	20227810	Rbm10	protein_coding
ENSMUSG00000001924	ENSMUST00000089217	X	1	20235452	20260305	Uba1	protein_coding
ENSMUSG00000001924	ENSMUST00000152235	X	1	20235547	20247429	Uba1	protein_coding
ENSMUSG00000001924	ENSMUST00000130694	X	1	20236553	20246343	Uba1	protein_coding
ENSMUSG00000001924	ENSMUST00000001989	X	1	20240024	20260305	Uba1	protein_coding
ENSMUSG00000001924	ENSMUST00000137892	X	1	20255203	20258326	Uba1	protein_coding
ENSMUSG00000001924	ENSMUST00000136915	X	1	20257721	20259331	Uba1	protein_coding
ENSMUSG00000031065	ENSMUST00000115364	X	1	20265080	20277006	Cdk16	protein_coding
ENSMUSG00000031065	ENSMUST00000132365	X	1	20265125	20271488	Cdk16	protein_coding
ENSMUSG00000031065	ENSMUST00000033380	X	1	20265544	20277006	Cdk16	protein_coding
ENSMUSG00000031065	ENSMUST00000146259	X	1	20271409	20273411	Cdk16	protein_coding
ENSMUSG00000031065	ENSMUST00000122944	X	1	20272987	20273611	Cdk16	protein_coding
ENSMUSG00000031065	ENSMUST00000125035	X	1	20273144	20274334	Cdk16	protein_coding
ENSMUSG00000031065	ENSMUST00000148757	X	1	20273531	20274293	Cdk16	protein_coding
ENSMUSG00000031065	ENSMUST00000129914	X	1	20273571	20276925	Cdk16	protein_coding
ENSMUSG00000031066	ENSMUST00000033383	X	1	20281032	20297665	Usp11	protein_coding
ENSMUSG00000031066	ENSMUST00000127294	X	1	20281060	20290279	Usp11	protein_coding
ENSMUSG00000031066	ENSMUST00000137101	X	1	20281086	20294811	Usp11	protein_coding
ENSMUSG00000031066	ENSMUST00000149960	X	1	20288951	20297663	Usp11	protein_coding
ENSMUSG00000001127	ENSMUST00000136451	X	1	20374940	20437623	Araf	protein_coding
ENSMUSG00000001127	ENSMUST00000001155	X	1	20425669	20437645	Araf	protein_coding
ENSMUSG00000001127	ENSMUST00000152955	X	1	20425690	20432636	Araf	protein_coding
ENSMUSG00000001127	ENSMUST00000122312	X	1	20425692	20430030	Araf	protein_coding
ENSMUSG00000001127	ENSMUST00000148032	X	1	20425701	20431686	Araf	protein_coding
ENSMUSG00000001127	ENSMUST00000120356	X	1	20425704	20430015	Araf	protein_coding
ENSMUSG00000001127	ENSMUST00000150190	X	1	20425708	20428843	Araf	protein_coding
ENSMUSG00000001127	ENSMUST00000122850	X	1	20425715	20430576	Araf	protein_coding
ENSMUSG00000001127	ENSMUST00000123219	X	1	20428256	20429340	Araf	protein_coding
ENSMUSG00000001127	ENSMUST00000128250	X	1	20435570	20437334	Araf	protein_coding
ENSMUSG00000037217	ENSMUST00000115345	X	-1	20437637	20498130	Syn1	protein_coding
ENSMUSG00000037217	ENSMUST00000041344	X	-1	20437641	20498044	Syn1	protein_coding
ENSMUSG00000037217	ENSMUST00000081893	X	-1	20437641	20498044	Syn1	protein_coding
ENSMUSG00000001131	ENSMUST00000115342	X	1	20447292	20451859	Timp1	protein_coding
ENSMUSG00000001131	ENSMUST00000009530	X	1	20447347	20451861	Timp1	protein_coding
ENSMUSG00000001128	ENSMUST00000001156	X	-1	20502580	20508681	Cfp	protein_coding
ENSMUSG00000001128	ENSMUST00000122862	X	-1	20502777	20504740	Cfp	protein_coding
ENSMUSG00000009406	ENSMUST00000009550	X	-1	20510521	20527734	Elk1	protein_coding
ENSMUSG00000009406	ENSMUST00000148133	X	-1	20516847	20527734	Elk1	protein_coding
ENSMUSG00000001134	ENSMUST00000129899	X	-1	20518848	20539117	Uxt	protein_coding
ENSMUSG00000001134	ENSMUST00000123836	X	-1	20528788	20539143	Uxt	protein_coding
ENSMUSG00000001134	ENSMUST00000150719	X	-1	20529049	20539041	Uxt	protein_coding
ENSMUSG00000001134	ENSMUST00000001162	X	-1	20529055	20539126	Uxt	protein_coding
ENSMUSG00000001134	ENSMUST00000142341	X	-1	20536188	20539112	Uxt	protein_coding
ENSMUSG00000001134	ENSMUST00000147205	X	-1	20538543	20539100	Uxt	protein_coding
ENSMUSG00000054737	ENSMUST00000115333	X	-1	20606065	20639129	Zfp182	protein_coding
ENSMUSG00000054737	ENSMUST00000115334	X	-1	20606069	20639178	Zfp182	protein_coding
ENSMUSG00000054737	ENSMUST00000040628	X	-1	20606715	20639112	Zfp182	protein_coding
ENSMUSG00000054737	ENSMUST00000133186	X	-1	20608715	20639442	Zfp182	protein_coding
ENSMUSG00000054737	ENSMUST00000138123	X	-1	20634804	20639169	Zfp182	protein_coding
ENSMUSG00000037167	ENSMUST00000040437	X	1	20645532	20655089	Spaca5	protein_coding
ENSMUSG00000031079	ENSMUST00000040667	X	-1	20656300	20666355	Zfp300	protein_coding
ENSMUSG00000031079	ENSMUST00000154299	X	-1	20661068	20666112	Zfp300	protein_coding
ENSMUSG00000031079	ENSMUST00000139060	X	-1	20661376	20666653	Zfp300	protein_coding
ENSMUSG00000062814	ENSMUST00000072593	X	1	20692946	20698318	Ssxa1	protein_coding
ENSMUSG00000062814	ENSMUST00000133987	X	1	20695498	20698318	Ssxa1	protein_coding
ENSMUSG00000068122	ENSMUST00000089188	X	1	21061670	21066290	Agtr2	protein_coding
ENSMUSG00000068122	ENSMUST00000167424	X	1	21061750	21065956	Agtr2	protein_coding
ENSMUSG00000068122	ENSMUST00000131150	X	1	21061848	21063429	Agtr2	protein_coding
ENSMUSG00000031089	ENSMUST00000033414	X	1	21292022	21319481	Slc6a14	protein_coding
ENSMUSG00000036782	ENSMUST00000069728	X	-1	22796397	22942179	Klhl13	protein_coding
ENSMUSG00000036782	ENSMUST00000115313	X	-1	22796397	22942208	Klhl13	protein_coding
ENSMUSG00000036782	ENSMUST00000115319	X	-1	22796411	22862685	Klhl13	protein_coding
ENSMUSG00000036782	ENSMUST00000115316	X	-1	22796412	22843928	Klhl13	protein_coding
ENSMUSG00000036782	ENSMUST00000115317	X	-1	22796412	22861955	Klhl13	protein_coding
ENSMUSG00000036782	ENSMUST00000035973	X	-1	22796412	22892305	Klhl13	protein_coding
ENSMUSG00000036782	ENSMUST00000144360	X	-1	22812942	22873284	Klhl13	protein_coding
ENSMUSG00000036782	ENSMUST00000153345	X	-1	22825351	22942179	Klhl13	protein_coding
ENSMUSG00000036769	ENSMUST00000035766	X	1	23270177	23383116	Wdr44	protein_coding
ENSMUSG00000036769	ENSMUST00000142600	X	1	23270203	23328825	Wdr44	protein_coding
ENSMUSG00000036769	ENSMUST00000101670	X	1	23270222	23383151	Wdr44	protein_coding
ENSMUSG00000036769	ENSMUST00000149483	X	1	23270285	23334155	Wdr44	protein_coding
ENSMUSG00000036769	ENSMUST00000135445	X	1	23353945	23358694	Wdr44	protein_coding
ENSMUSG00000068113	ENSMUST00000062738	X	1	23421830	23484733	Gm4907	protein_coding
ENSMUSG00000068113	ENSMUST00000116614	X	1	23459679	23484733	Gm4907	protein_coding
ENSMUSG00000090102	ENSMUST00000118300	X	-1	23534828	23536060	Gm4985	protein_coding
ENSMUSG00000084063	ENSMUST00000120734	X	-1	24051434	24077886	Gm5934	protein_coding
ENSMUSG00000081218	ENSMUST00000119285	X	-1	24129376	24152021	Gm4297	protein_coding
ENSMUSG00000073267	ENSMUST00000169257	X	-1	24330066	24498517	Gm5935	protein_coding
ENSMUSG00000073267	ENSMUST00000101667	X	-1	24330288	24352290	Gm5935	protein_coding
ENSMUSG00000071781	ENSMUST00000167094	X	-1	24639163	24728584	Gm5169	protein_coding
ENSMUSG00000071781	ENSMUST00000168365	X	-1	24639163	24728584	Gm5169	protein_coding
ENSMUSG00000071781	ENSMUST00000096469	X	-1	24704731	24728615	Gm5169	protein_coding
ENSMUSG00000081356	ENSMUST00000168006	X	-1	24786132	24997575	Gm1993	protein_coding
ENSMUSG00000081356	ENSMUST00000166359	X	-1	24786132	25072340	Gm1993	protein_coding
ENSMUSG00000081356	ENSMUST00000120268	X	-1	24975422	24997578	Gm1993	protein_coding
ENSMUSG00000079655	ENSMUST00000089165	X	-1	25455340	25478167	Gm5168	protein_coding
ENSMUSG00000079655	ENSMUST00000168002	X	-1	25455420	25476584	Gm5168	protein_coding
ENSMUSG00000082639	ENSMUST00000121900	X	-1	25627804	25658481	Gm2012	protein_coding
ENSMUSG00000082639	ENSMUST00000163263	X	-1	25628008	25658449	Gm2012	protein_coding
ENSMUSG00000083628	ENSMUST00000119590	X	-1	25714103	25737170	Gm2030	protein_coding
ENSMUSG00000072157	ENSMUST00000089159	X	-1	25903110	25972663	Slx	protein_coding
ENSMUSG00000072157	ENSMUST00000096913	X	-1	25949782	25972691	Slx	protein_coding
ENSMUSG00000071788	ENSMUST00000119649	X	-1	26099903	26129764	Gm14525	protein_coding
ENSMUSG00000080725	ENSMUST00000172003	X	-1	26162069	26362823	Gm6121	protein_coding
ENSMUSG00000080725	ENSMUST00000167438	X	-1	26339869	26362795	Gm6121	protein_coding
ENSMUSG00000080725	ENSMUST00000119231	X	-1	26339869	26362823	Gm6121	protein_coding
ENSMUSG00000068103	ENSMUST00000119362	X	-1	26799157	26822008	Gm10230	protein_coding
ENSMUSG00000059047	ENSMUST00000079797	X	-1	27228256	27251124	Gm10058	protein_coding
ENSMUSG00000073263	ENSMUST00000096463	X	-1	27574949	27597871	Gm4836	protein_coding
ENSMUSG00000064334	ENSMUST00000075388	X	-1	27889231	27912081	Gm10147	protein_coding
ENSMUSG00000061227	ENSMUST00000074086	X	-1	28236060	28258941	Gm10096	protein_coding
ENSMUSG00000073257	ENSMUST00000101657	X	1	29130553	29153401	Gm10488	protein_coding
ENSMUSG00000073255	ENSMUST00000101654	X	1	29484011	29506884	Gm14632	protein_coding
ENSMUSG00000073253	ENSMUST00000101652	X	-1	29924781	29947708	Gm10487	protein_coding
ENSMUSG00000078336	ENSMUST00000105129	X	1	30245482	30247441	Gm2777	protein_coding
ENSMUSG00000078335	ENSMUST00000105128	X	-1	30291072	30293031	Gm2784	protein_coding
ENSMUSG00000079653	ENSMUST00000115288	X	-1	30373969	30375652	Gm2790	protein_coding
ENSMUSG00000078333	ENSMUST00000105126	X	1	30598396	30599892	Gm2799	protein_coding
ENSMUSG00000078332	ENSMUST00000105125	X	1	30732634	30734593	Gmcl1l	protein_coding
ENSMUSG00000078331	ENSMUST00000105124	X	1	30823250	30824027	Gm5926	protein_coding
ENSMUSG00000078330	ENSMUST00000105123	X	1	30977793	30979752	Gm2825	protein_coding
ENSMUSG00000079650	ENSMUST00000115285	X	-1	31264161	31430575	Gm2864	protein_coding
ENSMUSG00000087509	ENSMUST00000145286	X	-1	31349049	31350956	Gm2863	protein_coding
ENSMUSG00000078328	ENSMUST00000105121	X	1	31574489	31575266	Gm2882	protein_coding
ENSMUSG00000078326	ENSMUST00000105119	X	-1	31750507	31752466	Gm2913	protein_coding
ENSMUSG00000078325	ENSMUST00000105118	X	1	31832260	31834219	Gm2927	protein_coding
ENSMUSG00000078324	ENSMUST00000105117	X	-1	31875769	31877469	Gm2933	protein_coding
ENSMUSG00000079647	ENSMUST00000115280	X	-1	31952898	31954581	Gm2940	protein_coding
ENSMUSG00000078323	ENSMUST00000105116	X	-1	32129786	32131745	Gm2964	protein_coding
ENSMUSG00000073247	ENSMUST00000101647	X	1	32607379	32630311	Gm10486	protein_coding
ENSMUSG00000073245	ENSMUST00000101645	X	1	32944178	32967088	Gm14819	protein_coding
ENSMUSG00000031093	ENSMUST00000033419	X	1	33428827	33616557	Dock11	protein_coding
ENSMUSG00000031093	ENSMUST00000115266	X	1	33487392	33616551	Dock11	protein_coding
ENSMUSG00000031093	ENSMUST00000145757	X	1	33514883	33523834	Dock11	protein_coding
ENSMUSG00000031093	ENSMUST00000140175	X	1	33551422	33556834	Dock11	protein_coding
ENSMUSG00000031093	ENSMUST00000115264	X	1	33581233	33616222	Dock11	protein_coding
ENSMUSG00000017057	ENSMUST00000033418	X	1	33652105	33711254	Il13ra1	protein_coding
ENSMUSG00000017057	ENSMUST00000170216	X	1	33652158	33711254	Il13ra1	protein_coding
ENSMUSG00000036699	ENSMUST00000115258	X	1	33735899	33739145	Zcchc12	protein_coding
ENSMUSG00000036699	ENSMUST00000048067	X	1	33735941	33739153	Zcchc12	protein_coding
ENSMUSG00000036699	ENSMUST00000115257	X	1	33735954	33739152	Zcchc12	protein_coding
ENSMUSG00000036699	ENSMUST00000115256	X	1	33735981	33739152	Zcchc12	protein_coding
ENSMUSG00000016239	ENSMUST00000135758	X	1	33868348	33882606	Lonrf3	protein_coding
ENSMUSG00000016239	ENSMUST00000016383	X	1	33868348	33902336	Lonrf3	protein_coding
ENSMUSG00000016239	ENSMUST00000126147	X	1	33869211	33881749	Lonrf3	protein_coding
ENSMUSG00000079642	ENSMUST00000115253	X	1	33943472	33944650	Gm6268	protein_coding
ENSMUSG00000091556	ENSMUST00000140106	X	-1	33963596	33966675	Gm14569	protein_coding
ENSMUSG00000091556	ENSMUST00000148691	X	-1	33963596	33969318	Gm14569	protein_coding
ENSMUSG00000091556	ENSMUST00000169499	X	-1	33963596	34031825	Gm14569	protein_coding
ENSMUSG00000091556	ENSMUST00000167210	X	-1	33978484	34024334	Gm14569	protein_coding
ENSMUSG00000006373	ENSMUST00000166283	X	1	34138201	34146072	Pgrmc1	protein_coding
ENSMUSG00000006373	ENSMUST00000073339	X	1	34138201	34146074	Pgrmc1	protein_coding
ENSMUSG00000059708	ENSMUST00000051906	X	-1	34148309	34185390	Akap17b	protein_coding
ENSMUSG00000059708	ENSMUST00000133980	X	-1	34151874	34185091	Akap17b	protein_coding
ENSMUSG00000037636	ENSMUST00000047655	X	1	34283654	34317197	Slc25a43	protein_coding
ENSMUSG00000037636	ENSMUST00000133699	X	1	34283706	34316280	Slc25a43	protein_coding
ENSMUSG00000016319	ENSMUST00000016463	X	1	34335646	34338802	Slc25a5	protein_coding
ENSMUSG00000016319	ENSMUST00000126608	X	1	34335649	34337638	Slc25a5	protein_coding
